100 2
0 0.8801505 -0.68984455
2 0.86825436 -0.79440475
1 0.84460324 -0.62879056
4 0.82611763 -0.8324576
3 0.8294916 -0.7369846
58 0.8928497 -0.18681075
89 0.9489391 -0.20925055
94 0.9474325 -0.20420656
85 0.95825905 -0.099028274
55 0.93903816 -0.06381218
34 0.9685428 -0.05358509
40 0.92680615 -0.2782912
83 0.91338235 -0.22432221
5 0.924852 -0.14661533
17 0.8914524 -0.20183177
82 0.9637643 -0.02704955
84 0.98611456 -0.11254301
26 0.9826899 -0.00927129
23 1.0015969 0.014224126
10 0.92048365 -0.29379532
47 0.9883146 -0.040339578
74 0.98734164 -0.1326745
39 0.9297763 -0.06707444
37 0.947075 -0.054623976
16 0.887109 -0.30938515
52 0.97530055 -0.11334282
12 0.9175669 -0.23007333
61 0.9120424 -0.26469147
93 0.92436665 -0.21099444
20 0.950403 -0.19730107
99 0.9225595 -0.13618477
57 0.9261349 -0.23684499
49 0.9623128 -0.10438268
95 0.9336324 -0.16808537
15 0.9835681 -0.081568845
8 0.9436801 -0.099538855
46 0.9423003 -0.14180818
27 0.985433 -0.122981146
51 0.91974306 0.0042344676
56 0.9755744 -0.077188045
6 0.9231559 -0.15749773
86 0.9626171 -0.039011076
32 0.9896873 -0.05339649
69 0.8975071 -0.28806892
64 0.89252466 -0.28614306
66 0.94133264 -0.10320302
9 0.9646451 -0.07610918
65 0.94996095 -0.20002446
19 0.95946753 -0.24922518
48 0.97164845 -0.005020186
97 0.96219903 -0.16823255
81 0.91171795 -0.19160043
43 0.9533167 -0.092749454
91 0.9565984 -0.15229629
25 0.9461862 -0.12996744
14 0.9422742 -0.16043058
96 0.96437633 -0.1755593
80 0.95305616 -0.08731319
71 0.97270566 0.028389905
87 0.8894345 -0.14818732
13 0.9128754 -0.16990791
30 0.99047214 -0.05543209
42 0.92978793 -0.094180115
79 1.0004054 0.043828487
50 0.9823322 -0.0641025
70 0.9294831 -0.15802795
35 0.9585235 -0.16553247
41 0.8648977 -0.18994801
33 0.9558727 -0.15750712
22 0.9922628 -0.17457311
77 0.9619119 -0.13679788
63 0.9351329 -0.13889399
60 0.9356493 -0.06267125
11 0.96387947 -0.07795711
72 0.9498212 -0.15864663
44 0.8976444 -0.30184785
76 0.9361426 -0.07322427
24 0.9457516 -0.13278611
92 0.9616946 -0.21317576
21 0.95610195 -0.027781192
68 0.9595824 -0.19176142
36 0.9396308 -0.1478818
7 0.96857125 -0.10544156
78 0.9680892 -0.09362518
67 0.9478307 -0.029818032
62 0.9296116 -0.025080247
75 0.9327909 -0.19462086
90 1.0133847 0.074813075
28 0.9972124 -0.011486136
88 0.9561782 0.012001567
18 0.9164629 -0.28436354
31 0.9607114 -0.06864395
59 0.9693406 -0.115137056
54 0.94458145 -0.121070765
38 1.0159477 0.07209386
45 0.9354428 -0.12970863
53 0.955025 -0.17446701
98 0.97976255 -0.014170152
29 0.95746344 -0.11250588
73 0.95736915 -0.019416787
