100 2
4 -0.33056298 -0.97634417
3 -0.31680152 -0.95295703
0 -0.3427865 -0.95152324
1 -0.37733284 -0.8976543
2 -0.33356684 -0.94172627
89 -0.73473907 -0.4593751
84 -0.70935845 -0.4629248
86 -0.6879474 -0.4905602
52 -0.7467171 -0.43004686
15 -0.63275695 -0.51085
37 -0.64938086 -0.5376663
74 -0.77658963 -0.40689218
20 -0.73557323 -0.45295215
82 -0.74624354 -0.41984877
94 -0.830828 -0.3761644
35 -0.63931453 -0.49719957
58 -0.7023796 -0.45865127
80 -0.64344007 -0.5284433
68 -0.78318226 -0.43432158
46 -0.7017261 -0.48314473
88 -0.6639278 -0.52046585
14 -0.61174816 -0.5535794
64 -0.75299764 -0.41441947
43 -0.73922825 -0.4686566
23 -0.6983092 -0.48221266
53 -0.7497871 -0.39574134
13 -0.78626233 -0.3894687
71 -0.7320108 -0.45994523
34 -0.6923067 -0.4752951
69 -0.70071346 -0.45035046
8 -0.7363152 -0.4881783
51 -0.69152033 -0.48371264
25 -0.73593026 -0.38326636
72 -0.6771452 -0.49383128
28 -0.6751808 -0.49652267
83 -0.683495 -0.47545856
27 -0.7303813 -0.43520072
97 -0.69886225 -0.46434858
10 -0.7003201 -0.49889264
40 -0.69238913 -0.47716147
49 -0.7048746 -0.4490343
65 -0.7357894 -0.46123078
47 -0.5713007 -0.58875835
76 -0.76115394 -0.42970404
24 -0.6920662 -0.49169207
39 -0.70178086 -0.50725216
16 -0.7802587 -0.41226357
66 -0.68444204 -0.4925911
30 -0.79959 -0.35744643
19 -0.656595 -0.4881462
6 -0.7021847 -0.44302613
11 -0.67494124 -0.45927417
36 -0.74530625 -0.4538698
55 -0.7110048 -0.42708036
79 -0.73097306 -0.4542916
57 -0.72603476 -0.50433666
99 -0.6438636 -0.5473623
29 -0.68906045 -0.49157122
17 -0.7618173 -0.40022695
44 -0.66990674 -0.5415842
9 -0.76259094 -0.39443526
7 -0.7142683 -0.45747805
50 -0.6878956 -0.5141801
32 -0.7262082 -0.4456363
93 -0.73210114 -0.48023275
95 -0.6543664 -0.51724553
41 -0.68703884 -0.48195946
87 -0.6363771 -0.52875406
38 -0.70826274 -0.46027502
73 -0.69145715 -0.47804114
85 -0.69128686 -0.50063664
92 -0.68996733 -0.5119296
26 -0.63294476 -0.51566315
45 -0.6764525 -0.517798
56 -0.6796618 -0.5460767
59 -0.6302065 -0.5606388
42 -0.690159 -0.49187753
33 -0.79897517 -0.3985392
12 -0.73496234 -0.46635646
5 -0.6793831 -0.47805035
96 -0.6450923 -0.5061461
48 -0.67819303 -0.5122187
98 -0.69297034 -0.48309255
22 -0.63799447 -0.56113595
91 -0.69567925 -0.49436355
67 -0.84151685 -0.36469004
18 -0.81865865 -0.3905202
90 -0.66976315 -0.5256084
70 -0.75783396 -0.44664964
78 -0.64244914 -0.53632605
75 -0.7603427 -0.42641172
63 -0.6118385 -0.5299329
61 -0.79238904 -0.41310257
21 -0.7262079 -0.462208
60 -0.7170911 -0.51469994
31 -0.72054684 -0.47418064
81 -0.70153195 -0.4550012
77 -0.7649341 -0.44423297
62 -0.66259384 -0.49230036
54 -0.6898104 -0.50693583
