1000 2
225 -0.097189285 0.48357457
658 0.23698078 0.44091907
724 -0.09835867 0.48283654
100 0.34326202 0.4297784
419 0.14477623 0.4541489
143 0.1212293 0.45508826
115 0.27413866 0.43795955
692 0.45415986 0.41909242
775 0.07103344 0.46043444
437 0.27020255 0.43856442
675 -0.14449458 0.48811057
136 -0.0031084465 0.46910903
567 -0.29729933 0.5085248
472 0.2376997 0.43942633
272 -0.019542105 0.46952882
134 0.27111754 0.43946177
13 0.013758146 0.4666441
230 -0.25971732 0.50216544
732 0.104732394 0.45592895
944 0.16689153 0.45097393
270 0.0969659 0.45648834
515 -0.09618136 0.48016828
875 0.04139402 0.46451086
340 0.03529638 0.46512252
651 0.42710376 0.42261058
148 -0.09513948 0.48203734
258 0.066812 0.46118024
917 0.19920391 0.44693947
621 0.17403913 0.44808462
900 -0.02597047 0.4735107
416 0.37687185 0.42725322
406 -0.07514136 0.47880086
370 -0.2632361 0.5014401
203 -0.034721363 0.47234994
785 0.36305773 0.4283215
116 0.2793154 0.43930632
49 -0.29569426 0.5088537
182 0.051012512 0.46453506
10 0.059668448 0.464328
599 -0.15252891 0.48775744
817 4.7299036e-05 0.4699247
331 -0.06589566 0.4777185
573 -0.27134952 0.5052153
463 0.2148529 0.4457998
310 0.08579976 0.45911062
133 -0.08982008 0.4814275
311 0.12123774 0.4549608
423 0.032539748 0.46411413
812 -0.22027013 0.4986853
491 0.10378834 0.45807737
831 -0.027015377 0.4745305
642 -0.16600716 0.4910982
699 0.021986453 0.46760622
240 0.1811532 0.44711548
866 -0.21374428 0.49572966
401 -0.10414073 0.48486447
306 0.032905985 0.46437708
266 0.23392865 0.44072104
662 0.063955426 0.4633924
470 0.15032743 0.45062894
156 -0.013809638 0.4724402
678 -0.1630884 0.4908149
138 -0.14831151 0.49033383
588 0.1436592 0.45108145
895 -0.10291292 0.48259136
958 -0.29709262 0.50782293
771 0.17191464 0.45076537
746 0.45961636 0.41713348
282 0.15354219 0.45068696
664 -0.27445897 0.5057529
780 0.12455533 0.45476517
680 0.28267995 0.43745717
395 0.15108916 0.451791
761 0.047344025 0.46229145
345 -0.0769203 0.47838947
324 0.08805078 0.45910043
118 -0.25875598 0.5015546
113 0.22781825 0.44055316
335 -0.10134183 0.48194775
102 0.14299136 0.45295516
842 -0.008452613 0.4730894
193 -0.27716678 0.5033323
899 -0.28289747 0.5054659
735 -0.03414 0.47191137
204 -0.08561157 0.47973388
557 0.21879728 0.44498786
41 -0.12514731 0.48603937
516 -0.16158828 0.4904992
996 -0.26956508 0.50250983
81 0.10824431 0.45612907
344 0.13218448 0.4533121
