30 2
18 -0.035913527 0.2050303
21 0.31533203 0.18895856
28 -0.117087774 -0.2034113
16 0.32999763 -0.2183385
1 0.02311598 -0.18747647
25 0.15040958 0.030398615
22 0.25535795 0.19036277
3 0.21045195 0.016558686
12 -0.013563134 0.038591728
14 0.11714174 0.18467928
15 -0.044729657 0.08020927
10 0.032055855 0.015343912
13 0.04896705 -0.04895284
11 0.09020943 -0.010895533
2 -0.02655003 -0.14385346
24 -0.14393634 0.1137698
26 0.04936966 0.1437061
9 0.09472038 0.13275468
8 0.2617799 0.04866055
29 0.28241563 0.14791413
5 -0.031460974 -0.006971026
27 -0.09633937 -0.18709642
17 0.23737752 0.19971444
19 -0.084546424 0.18260902
0 0.2166769 0.014889194
20 0.09940783 -0.22437105
23 -0.2073277 -0.04528443
4 -0.122225314 0.06658331
7 0.018819852 0.15555514
6 -0.14811099 -0.034534425
