100 2
3 -0.8853347 0.7290615
4 -0.86701363 0.6989784
1 -0.8743256 0.72721106
2 -0.88359666 0.7104095
0 -0.9141139 0.648272
58 -0.82330257 0.64502937
39 -0.9667649 0.47111258
85 -0.9639746 0.44083565
93 -0.9597413 0.39684498
6 -0.89841723 0.56889665
89 -0.9056022 0.6159309
94 -0.81057334 0.65456486
19 -0.9433232 0.52718776
12 -0.9886417 0.35601363
70 -0.8124071 0.62653244
27 -0.9995096 0.36856833
5 -0.84987825 0.57273436
49 -1.0151249 0.31623745
26 -1.0030035 0.3943467
95 -1.0121208 0.3927966
51 -0.88987154 0.5507639
40 -0.83470565 0.5717268
57 -0.9441483 0.45737132
14 -0.9466305 0.5897917
43 -0.8875804 0.612182
82 -0.9749306 0.3232903
80 -0.9437256 0.41977027
15 -0.92869216 0.4962297
83 -1.0214484 0.2367464
20 -0.9318273 0.5116244
42 -0.9977526 0.42108482
99 -1.0119295 0.40101805
65 -0.78155816 0.57207525
34 -0.9296898 0.5202973
48 -1.0194765 0.38508
33 -0.80414057 0.6807581
11 -0.98395383 0.3887523
22 -0.93335456 0.31768078
17 -0.8380623 0.62960994
23 -0.9356031 0.5161662
41 -1.0380945 0.382153
8 -1.0463513 0.21164101
86 -0.8190843 0.63045853
87 -0.92959064 0.41650638
55 -0.84362966 0.6103756
84 -0.9273842 0.43393305
47 -0.8476527 0.62024266
97 -0.884204 0.5465381
69 -0.84739804 0.5835281
46 -0.8526589 0.48031035
66 -1.0018768 0.4761416
81 -0.8659261 0.65442586
31 -0.84745544 0.59235656
64 -1.0469624 0.3274176
44 -0.88175815 0.5705138
74 -0.9135713 0.49895436
13 -0.8638938 0.6595543
76 -0.9584709 0.32540205
91 -0.94155854 0.46655697
75 -1.0113183 0.38920075
72 -0.9448962 0.46859208
9 -0.80497825 0.64335334
30 -1.0509545 0.36094555
10 -0.8920572 0.4524514
35 -0.9006529 0.5500015
62 -0.8465153 0.7316623
36 -0.91781735 0.4035789
16 -0.9679463 0.42223513
32 -0.99756145 0.29474977
21 -0.8597506 0.59461397
50 -0.9900202 0.4916788
56 -0.97072726 0.30010983
59 -0.9589761 0.35494277
29 -0.8412795 0.7133104
37 -1.005118 0.40714702
25 -1.0249645 0.4040969
61 -1.0007807 0.39310798
77 -1.0065801 0.4202078
52 -0.86654687 0.5829355
67 -0.9542477 0.61803997
71 -0.7994553 0.8266433
90 -0.9141722 0.5655208
7 -0.9553328 0.4531771
96 -0.84062785 0.61508685
79 -0.8200725 0.6993781
88 -0.9527928 0.4715614
92 -0.86277324 0.713069
68 -0.85356826 0.65672565
63 -0.9214439 0.48724177
28 -0.92684424 0.5463409
45 -0.85366035 0.66686636
78 -0.8626975 0.52381265
24 -0.9235644 0.5617288
98 -1.0753012 0.26196018
73 -0.8354511 0.6902565
53 -0.9137538 0.5999209
54 -1.1427606 0.20250604
18 -1.0179074 0.29620475
60 -0.76866573 0.76921785
38 -0.9525307 0.3718075
