1000 2
225 -0.3711969 0.327672
491 -0.15341039 0.4485847
724 -0.386784 0.31807685
875 -0.09128852 0.48353282
675 0.007820354 0.5385086
658 -0.15657829 0.44295186
406 0.055181034 0.56660104
419 -0.21703483 0.41571113
13 -0.13283435 0.46050027
100 -0.38287053 0.32236925
437 -0.0048878104 0.53195876
944 -0.12530558 0.46610603
134 -0.23368269 0.40550742
761 -0.29207256 0.37072718
472 -0.11758385 0.46796277
138 -0.051586073 0.5070332
272 -0.16572863 0.44039738
370 -0.09243171 0.4796365
143 -0.29563522 0.3697012
270 0.07206906 0.57558
917 0.047278617 0.5638763
10 -0.054819122 0.5045207
711 -0.2947627 0.36982834
203 -0.0074329646 0.5299776
812 -0.27005115 0.38443828
599 -0.66587937 0.16862217
230 -0.22569798 0.40751123
340 -0.16484095 0.44192848
567 -0.43417853 0.293022
182 -0.21590704 0.41458562
258 -0.16652673 0.44172832
780 -0.17008471 0.43620735
692 -0.21788116 0.41346475
651 -0.25911477 0.38926816
204 -0.2611556 0.38816878
621 -0.111310884 0.47168356
699 -0.29917383 0.36760625
515 -0.097359315 0.48022676
148 -0.37266773 0.32866833
698 -0.28385428 0.37551445
953 -0.20157315 0.42061022
115 -0.19125445 0.42782822
463 -0.2620573 0.38781956
136 -0.32242385 0.35218826
15 -0.41931725 0.301668
911 0.16102992 0.626879
746 -0.3855432 0.31882593
470 -0.4163617 0.30086586
775 -0.24743077 0.39714032
888 -0.49552217 0.25992644
583 -0.46457794 0.27682906
678 -0.12874758 0.4629363
662 -0.3099002 0.35910785
732 -0.2516834 0.39273632
748 -0.23909384 0.40128013
588 -0.3484028 0.34011665
266 -0.24606906 0.3961957
448 0.06540169 0.57145435
605 -0.007938058 0.5292149
757 -0.37792552 0.32530242
900 -0.52805454 0.24134208
133 -0.29633936 0.36752498
735 -0.25513393 0.3915342
573 -0.04647748 0.5097871
105 -0.21662258 0.41428784
331 -0.12652203 0.46309444
765 -0.22155924 0.40877077
427 -0.20291747 0.4213645
268 -0.28290612 0.37636715
300 -0.30576724 0.3618512
369 -0.26275203 0.38775453
521 0.07429429 0.5755593
866 -0.20283043 0.4201511
831 0.04176842 0.56092733
978 0.01587381 0.5429019
242 -0.58531296 0.21348755
305 -0.38922906 0.31771535
113 -0.42282516 0.29743284
674 -0.13199109 0.460732
173 -0.09238787 0.4831622
687 -0.3842922 0.31912056
562 -0.30234316 0.36704722
278 -0.31711102 0.35700297
842 -0.015315196 0.5265057
416 -0.36042118 0.33244172
35 -0.3861435 0.31938094
664 -0.48188508 0.2649906
903 -0.31758317 0.35925847
744 -0.5636729 0.21976258
116 -0.4984873 0.2551366
14 -0.60874444 0.19711238
450 -0.1506231 0.45035943
445 -0.29164505 0.3733031
195 -0.20925125 0.41814417
282 -0.20846243 0.41972265
640 -0.44036177 0.29192722
968 -0.41505605 0.30288476
423 -0.035467587 0.51387185
518 -0.391426 0.31680578
251 -0.18675965 0.4298378
271 -0.11804621 0.47002932
75 0.18959156 0.644433
482 -0.12465705 0.4665526
817 -0.2788922 0.38088417
958 -0.17675975 0.43704146
952 -0.37692484 0.32619432
895 -0.098859616 0.479692
941 -0.27798203 0.37766194
409 -0.08672673 0.4853902
706 -0.11887551 0.46870694
449 -0.22868562 0.40760884
972 -0.3423873 0.3463679
946 0.08045472 0.5814913
