1000 2
225 -0.009988688 0.4756326
491 -0.011429014 0.4752839
724 -0.1060784 0.45317128
875 -0.28439105 0.41545686
675 0.011449151 0.48012823
658 -0.45243227 0.3765303
406 0.19317707 0.5217107
419 -0.13401908 0.45061985
13 0.051340714 0.49005044
100 0.08901152 0.4997774
437 -0.13094458 0.44840503
944 -0.26224828 0.4216029
134 -0.38220492 0.39552453
761 -0.1364472 0.44689506
472 -0.08365875 0.45863652
138 0.03420309 0.4864486
272 -0.026162766 0.4706227
370 0.024280827 0.4803982
143 -0.03542193 0.4704039
270 -0.56198996 0.3563326
917 -0.18948413 0.43721846
10 -0.25105944 0.42263836
711 -0.35898772 0.39887023
203 -0.6113909 0.3460753
812 0.13006258 0.50806767
599 0.45917028 0.5838365
230 0.30173334 0.54651344
340 -0.21821162 0.4293777
567 0.12985481 0.50764257
182 0.031399794 0.48592234
258 -0.3871853 0.39385203
780 -0.30179363 0.40856934
692 0.0344812 0.48607627
651 0.0035901328 0.47863334
204 0.33539572 0.5547398
621 -0.116376 0.45159888
699 0.4659259 0.5861517
515 0.025844613 0.4836246
148 0.14896226 0.51386356
698 0.119494945 0.50518733
953 -0.32800266 0.40463072
115 -0.22539528 0.42825365
463 -0.09859061 0.45589066
136 -0.24404359 0.42104402
15 0.30616888 0.54969466
911 -0.084376074 0.45890123
746 -0.2584095 0.4197569
470 -0.32992887 0.40343317
775 -0.20976052 0.4319975
888 -0.03335508 0.47123387
583 -0.25588164 0.4217556
678 0.010986138 0.48087794
662 -0.29486448 0.4112151
732 0.14576122 0.510682
748 -0.41551 0.3872037
588 -0.09067854 0.45749548
266 -0.53471607 0.3604999
448 -0.09015988 0.45756978
605 -0.15846321 0.441665
757 -0.15395792 0.4446833
900 0.3083363 0.54793864
133 0.2021546 0.52329904
735 -0.09838866 0.45547733
573 0.103862494 0.5024026
105 -0.04165981 0.46943483
331 -0.18627037 0.43585378
765 -0.10962449 0.45183432
427 -0.036920905 0.47016028
268 0.051098432 0.48917195
300 0.05397499 0.48906034
369 -0.17601423 0.43897006
521 -0.23495622 0.42388752
866 0.27116725 0.53940195
831 -0.08087815 0.4622542
978 0.071266785 0.49390686
242 -0.13961141 0.4488379
305 0.07991792 0.49593607
113 -0.07957758 0.4584884
674 -0.42701584 0.38461462
173 -0.055322275 0.4654347
687 -0.059215505 0.4635617
562 -0.2179322 0.43033397
278 -0.31560656 0.40789455
842 0.014244685 0.48065788
416 -0.47732857 0.37320417
35 0.19082361 0.5212622
664 0.39787674 0.56936234
903 -0.06783915 0.46426442
744 -0.2307244 0.42514157
116 -0.21138531 0.42934898
14 -0.11639194 0.45145854
450 -0.19348967 0.43531922
445 0.0801087 0.49777544
195 0.19967659 0.5235072
282 -0.107619874 0.45570108
640 -0.399133 0.39247683
968 -0.030988544 0.4697997
423 -0.3605311 0.39734903
518 -0.25044852 0.42278963
251 -0.3337228 0.40417266
271 -0.11389493 0.45345885
75 -0.25915158 0.42128584
482 0.0008917175 0.47948188
817 -0.1328395 0.450281
958 -0.026189677 0.47341588
952 0.064566985 0.49392107
895 -0.08745718 0.45896214
941 0.15590596 0.5117957
409 -0.00782362 0.47549984
706 -0.024034556 0.4733273
449 -0.10665059 0.4551674
972 -0.32168224 0.4096926
946 -0.049945705 0.46764812
997 -0.0838379 0.45777258
532 -0.4893916 0.37304857
786 -0.11893862 0.4511527
313 -0.17539017 0.43773538
838 0.04789665 0.48793077
401 -0.36979008 0.39670432
516 0.08164854 0.49465346
81 -0.18447125 0.43661758
497 0.12895007 0.507636
49 0.04041124 0.48616016
297 0.16657491 0.51400113
324 -0.062629245 0.46272054
890 -0.44598043 0.37971756
275 0.0018108145 0.47880536
561 -0.1373526 0.44748107
244 0.04271122 0.4881376
598 -0.1250951 0.4487375
404 -0.25003058 0.42144778
263 0.03632749 0.48392025
310 -0.09089008 0.4584692
311 -0.30326545 0.40893897
221 -0.046275 0.46529266
909 0.27057156 0.5408948
352 0.3621461 0.5605093
899 0.18363206 0.51712644
670 -0.26286918 0.4184409
357 -0.31757927 0.40741637
537 -0.4104311 0.38664737
314 -0.0268512 0.47239378
785 -0.21140712 0.43146998
996 0.098955065 0.4986441
981 -0.2630073 0.4194669
566 0.22946753 0.52947426
811 -0.009368456 0.476533
545 -0.41575214 0.3862144
102 -0.33283782 0.40529317
240 -0.40788716 0.38979936
500 0.072281905 0.49442285
476 0.09335875 0.49875015
326 0.15987986 0.51443684
618 -0.04908978 0.46692988
294 -0.19425826 0.43416733
502 -8.7457025e-05 0.4793887
29 -0.044447847 0.4675185
840 -0.29518947 0.41233465
793 0.0030981284 0.47877008
543 -0.25871894 0.42040792
632 -0.26445067 0.42006445
303 -0.0003554942 0.4776488
998 0.099585064 0.5014181
823 -0.54568005 0.3587956
477 -0.24767318 0.42411178
781 0.31747192 0.5525505
893 0.15656438 0.5152981
243 -0.17040254 0.43903103
602 0.27231532 0.54019934
715 -0.07796174 0.46151438
41 0.23048022 0.5297929
389 0.013631535 0.4809708
214 -0.24580333 0.42482948
127 -0.037927575 0.47012946
349 0.20218119 0.5239876
432 -0.2436476 0.42657062
378 -0.39184788 0.3916365
769 -0.08836393 0.4576796
481 -0.3243735 0.4053523
256 -0.36360425 0.39743206
178 0.2874619 0.54338366
123 0.027744913 0.48485932
28 -0.30145764 0.4100494
541 -0.22366355 0.42894506
804 -0.26122022 0.4217845
947 -0.15230414 0.44401383
680 -0.4510567 0.38016084
359 -0.154299 0.44401956
222 -0.32406074 0.4067299
395 0.15516955 0.5133417
835 -0.23895045 0.4261248
954 -0.06394099 0.46330732
208 0.08753467 0.49870932
38 -0.084232084 0.4588201
887 0.15151691 0.51261723
139 -0.30879346 0.4093875
719 0.08282605 0.49544832
549 -0.034019034 0.4680844
494 -0.2467868 0.4234936
805 -0.29159343 0.41310957
669 -0.016317518 0.47378033
861 -0.5419416 0.35901532
90 -0.2968546 0.41257408
642 0.012882477 0.48052987
16 -0.23493417 0.42584068
353 -0.24449505 0.4242829
637 0.14438048 0.51158077
398 -0.1339675 0.44679245
956 -0.06698376 0.46504658
792 -0.436026 0.37968966
170 -0.1867191 0.43687782
880 -0.036416262 0.47191295
57 0.25859672 0.53789
677 0.30368015 0.54846174
693 -0.36165854 0.39735144
50 -0.04077958 0.4685472
354 -0.037648853 0.469705
234 -0.59012353 0.35000515
478 -0.20524459 0.43243077
188 0.04420565 0.4892607
206 0.069044046 0.49392885
315 0.19369325 0.5228119
293 -0.03245334 0.47061
843 -0.51641804 0.36520958
373 -0.52069914 0.3668526
639 -0.03291541 0.47147363
245 0.13986105 0.5123164
982 0.31422684 0.5484982
319 -0.24016757 0.4238554
517 0.14821988 0.5112232
193 -0.06636427 0.46181303
351 -0.2539269 0.42293832
525 0.18578279 0.5214435
306 0.20092222 0.52214587
23 -0.09705881 0.45762953
960 -0.3764282 0.3936373
86 -0.31753784 0.40599018
627 -0.07987013 0.45929542
779 -0.1403131 0.44609186
431 -0.38017252 0.39406824
643 -0.13193518 0.44725332
120 -0.30860347 0.4105315
192 -0.040451758 0.46787414
227 0.40223423 0.57169545
867 0.010360439 0.47993004
344 -0.01540011 0.47229624
99 -0.068553016 0.46382388
987 -0.064384826 0.46217424
302 0.18025716 0.5193173
983 0.17016107 0.5159554
762 0.025196733 0.48368642
856 0.09066563 0.49946123
6 0.01119563 0.47887462
672 -0.013766435 0.47524327
844 0.09593178 0.50353014
832 0.24449733 0.5359813
283 -0.4649374 0.3785035
852 -0.041999254 0.46719745
196 0.13384359 0.5090659
730 -0.096799225 0.4551354
548 -0.40288875 0.39152488
452 0.07404188 0.49243468
132 -0.26931873 0.41951248
328 -0.45671776 0.37626696
202 -0.17917766 0.43661276
787 0.13942176 0.51104295
966 -0.02061601 0.4736211
601 -0.33183658 0.40492985
155 0.086249225 0.49694675
555 -0.37985542 0.39310253
265 -0.091306716 0.45673823
377 -0.3815755 0.3957588
89 -0.3147178 0.4081152
725 -0.23407467 0.4243272
771 0.1519033 0.51262945
740 -0.003107 0.4764293
557 -0.0018891926 0.47859353
118 -0.017634831 0.47484258
53 0.17172329 0.5167761
73 -0.30414888 0.40792695
167 0.20346352 0.5252834
151 0.25171712 0.5369199
708 -0.1235147 0.45045406
101 0.0066632666 0.478495
332 -0.24061172 0.42532173
873 -0.39921618 0.3902224
580 -0.11220799 0.45475295
568 -0.029119609 0.47228557
563 -0.044313893 0.4689109
399 -0.080885224 0.46016973
335 -0.093062036 0.45642143
76 -0.20990328 0.43055236
506 -0.29841244 0.4123423
950 -0.18095882 0.43702218
70 0.09822106 0.4996024
201 0.04848423 0.48909354
429 -0.16260472 0.44103125
213 -0.26712936 0.4180153
772 0.118312165 0.5043564
821 -0.26003593 0.42077747
501 -0.19167851 0.43561563
729 -0.24656053 0.422508
928 -0.3149492 0.4085913
60 0.0390069 0.48594594
190 -0.33469567 0.40499645
975 -0.19348334 0.43374026
685 -0.41403615 0.3860759
422 -0.13341832 0.44952312
96 -0.24954598 0.42188945
914 -0.21604419 0.42815042
853 0.20874017 0.52581525
290 -0.24133012 0.42522234
797 -0.08887095 0.45866406
107 -0.0779078 0.46219513
442 -0.4153172 0.3884627
534 -0.0037317276 0.47684574
609 -0.26333722 0.41884726
140 -0.057234272 0.46493515
934 -0.09690658 0.45665723
538 -0.46475127 0.3762679
66 -0.09092566 0.4566571
153 -0.23160626 0.4277486
341 0.010693014 0.48019415
468 0.14944953 0.51302415
596 -0.34543616 0.40101424
18 0.3183389 0.55150294
386 -0.39412132 0.39102602
149 -0.3596253 0.39756262
128 -0.21595803 0.4310736
380 -0.09442168 0.4576947
547 0.19555464 0.52025056
400 -0.18314843 0.4377239
65 -0.2517158 0.42415854
337 -0.10753859 0.45424587
393 0.122302234 0.5056539
333 0.119131915 0.50629336
681 -0.16249186 0.44308442
156 -0.26371753 0.42087212
9 -0.24503945 0.42199636
948 -0.018558083 0.47411713
175 -0.32488057 0.40753362
589 0.20267273 0.525485
8 0.24990173 0.53617054
829 -0.034563944 0.47356367
39 -0.17344956 0.4391126
839 -0.26895684 0.4176939
224 -0.2662419 0.41751662
858 -0.06491069 0.46450517
625 -0.2598462 0.419587
671 -0.27761585 0.4163489
855 -0.508318 0.36681905
841 -0.27569833 0.41568333
613 -0.30613482 0.41078588
519 -0.32609665 0.40315962
152 -0.31999612 0.4069019
898 -0.045082226 0.4694162
381 -0.20282029 0.4324551
942 0.058291744 0.49104154
922 -0.13746765 0.4461174
716 0.045231737 0.4864473
961 -0.14233443 0.4436361
986 -0.012682841 0.47524244
364 -0.079339854 0.45987505
345 0.08877473 0.49882412
0 -0.06809707 0.4610388
25 0.020135067 0.4817258
760 -0.019193515 0.4758064
794 0.08458429 0.4965365
572 -0.3952789 0.39041722
991 -0.098260574 0.45479542
46 0.18755084 0.5192693
546 -0.12074872 0.45103502
819 -0.105296195 0.45398527
342 -0.41464952 0.38628414
11 -0.2788732 0.41593483
237 -0.089901045 0.4576396
936 -0.34949297 0.39914608
995 -0.02985135 0.47013626
44 -0.039653484 0.4689843
385 0.12981942 0.50552666
177 -0.41386327 0.38968858
408 -0.169659 0.4408799
550 0.4325089 0.578557
616 0.15094893 0.5114213
570 0.103435576 0.50062233
246 0.0956555 0.50122136
223 -0.15344767 0.44308966
608 -0.18149218 0.43571714
808 -0.10651208 0.45454955
976 -0.28638455 0.41422486
636 -0.266806 0.42062235
383 -0.016954867 0.47511017
999 0.4016991 0.57084006
540 -0.11354724 0.4511339
169 0.09691733 0.49912232
161 -0.43283242 0.38362968
247 -0.12513717 0.45033854
529 -0.29662234 0.41165018
822 -0.07420321 0.45976096
646 0.073709294 0.4933691
142 -0.36629346 0.39728975
807 0.115139455 0.5033891
558 -0.06786745 0.46549898
250 -0.15816611 0.44412327
937 -0.17678657 0.4373614
