1000 2
491 0.05136709 1.0875877
588 -0.102907464 1.0536041
880 -0.6755754 0.9363949
128 -0.21134558 1.0252707
953 -0.4467766 0.9712016
500 -0.18989003 1.0332725
13 -0.3473143 0.996219
599 -0.59886026 0.95208037
601 -0.14890067 1.0283893
838 0.3392368 1.1335317
49 -0.6114005 0.94196606
972 -0.24180704 1.0211405
374 -0.16072898 1.0303135
204 -0.29309732 1.0003899
678 -0.50471425 0.9724964
423 -0.14933333 1.0386796
356 -0.13036196 1.0426986
265 -0.18439862 1.0343493
14 -0.25326085 1.0072293
397 0.31015533 1.132449
506 -0.023770558 1.0579106
181 0.25434163 1.1079516
206 0.3070989 1.1349522
756 -0.69329613 0.9359153
914 0.28447765 1.1297622
134 -0.31169528 0.9990943
132 -0.21010014 1.0192999
35 0.083237454 1.079748
102 -0.12478324 1.041155
262 0.21813765 1.1052822
223 -0.5318297 0.9645711
923 0.10065045 1.095067
916 -0.19837394 1.030704
247 -0.53737146 0.9532859
761 -0.014081357 1.0658267
326 -0.06836435 1.0564411
43 -0.5302853 0.9485512
807 -0.31554252 1.0057957
144 -0.1591149 1.032847
127 -0.2117066 1.0308125
554 -0.31279516 1.0068828
156 -0.8694469 0.8991015
23 -0.1474705 1.0388823
381 -0.40254477 0.9837647
141 -0.41102403 0.9853275
903 -0.06226192 1.0500087
680 -0.20250832 1.0256562
332 0.13749252 1.0882431
175 -0.034613147 1.0614625
250 -0.07305548 1.0567895
371 -0.33543766 1.0029258
935 0.04244676 1.0679682
764 -0.050972454 1.0488425
587 -0.47146374 0.97825336
545 -0.69582576 0.9315446
690 0.03149216 1.0750774
627 -0.27963737 1.004601
276 -0.44314623 0.9812231
353 -0.09140466 1.0486343
853 0.074573606 1.077821
957 -0.40292463 0.99072504
547 -0.35262477 0.9889252
775 -0.28385034 1.005405
837 0.110129714 1.0876813
787 0.13220558 1.0997068
692 -0.38722944 0.99326175
711 -0.065235086 1.0515766
947 0.06882491 1.0888963
888 0.15717633 1.1035237
472 -0.46321845 0.98379755
448 -0.7384304 0.9293454
983 -0.3177354 1.0041177
658 -0.35824633 0.9878707
946 -0.00097285304 1.0670307
382 -0.6672124 0.9287634
734 -0.45714128 0.9724946
6 0.23102726 1.1110295
922 0.020599613 1.0636286
437 -0.3207588 1.0106065
583 0.007502359 1.0662377
4 -0.37979624 0.9875803
988 -0.6432757 0.94119775
869 -0.3523471 0.9965779
884 -0.19845566 1.013363
765 -0.15582652 1.0383651
270 -0.1885286 1.0329782
10 0.42416358 1.1606328
724 0.24997291 1.1166147
975 -0.116638325 1.0403327
159 -0.11170388 1.0524571
757 -0.073421635 1.049898
942 -0.48908746 0.9613779
999 0.36400062 1.1450788
258 -0.32247204 1.00453
283 -0.34739953 0.9964864
860 -0.12780187 1.0346104
155 0.4084026 1.1536744
735 -0.24160081 1.0124363
805 0.072565764 1.0838703
543 -0.20848157 1.0165747
228 -0.5897567 0.9540678
716 0.1813582 1.103228
868 -0.60163605 0.9459495
313 -0.41441667 0.9817621
541 0.1646401 1.0952429
976 -0.8213595 0.9138039
169 -0.3294945 0.9978166
874 -0.2642375 1.0083029
153 -0.42390078 0.97814614
910 -0.072603635 1.0567809
856 -0.028996293 1.0593964
693 -0.3373134 1.0011483
786 -0.23725471 1.020151
529 -0.37586227 0.98813754
829 -0.42284307 0.97521204
214 0.100654505 1.0860977
395 -0.69324714 0.9256609
563 -0.28793257 1.0091907
785 -0.07336902 1.0504308
305 -0.15582573 1.0256959
39 -0.3057002 0.9988316
725 -0.16628158 1.0392681
758 -0.04977677 1.054292
507 -0.08482318 1.0575601
244 0.043514952 1.0718027
364 -0.49563837 0.9705419
157 -0.43098104 0.98214144
510 -0.41378433 0.9850828
882 -0.11204938 1.042959
478 0.31423038 1.1323062
967 0.23839651 1.1131849
695 0.046527557 1.0788949
208 -0.25664237 1.012742
385 -0.04051797 1.0572793
428 0.036942717 1.0754015
675 -0.3279449 0.9932154
29 0.14524828 1.0940549
501 -0.23227598 1.0292903
966 -0.2591297 1.0290326
400 -0.1190004 1.0441605
18 -0.29575893 0.99825466
899 -0.07707041 1.0514126
389 -0.01666917 1.063512
429 -0.22633399 1.0205178
567 -0.09301469 1.0437863
419 -0.33342928 1.0001059
497 -0.2399378 1.0220045
25 -0.17768262 1.0312948
242 0.14124765 1.0969268
467 -0.26985526 1.0136122
278 -0.5924287 0.95317775
732 -0.28473768 1.004549
245 -0.109644115 1.04852
498 -0.18785933 1.0232038
640 -0.66574836 0.9328478
105 0.03542389 1.0689934
773 -0.12869571 1.0375305
771 0.15711755 1.0942694
17 0.40523803 1.1544394
517 -0.17191596 1.0406342
129 -0.48580918 0.9688651
780 -0.1432722 1.0339708
201 -0.39548102 1.0014374
414 -0.14024034 1.0381669
666 -0.19184722 1.023043
968 0.043911126 1.0658149
718 0.065793484 1.0778944
167 0.25653437 1.1269468
887 -0.49559972 0.9696341
897 -0.33182186 1.0021139
215 0.025927857 1.0669124
369 -0.16529167 1.0332084
616 -0.1342077 1.043409
20 -0.16891882 1.0364679
713 -0.61251974 0.94608146
985 -0.20611888 1.0268134
294 -0.041475147 1.0525818
225 0.20365708 1.106124
597 -0.41943315 0.990955
703 -0.18589003 1.0381603
44 -0.49831316 0.9585614
138 -0.3588449 0.9978719
285 -0.1656481 1.0295103
426 -0.01759539 1.0574448
898 -0.45803446 0.97386724
344 -0.27793288 1.0200797
12 -0.42428803 0.9724335
370 -0.10554467 1.0421833
855 -0.0444575 1.0562642
21 -0.56493694 0.946649
148 -0.022248471 1.0718409
555 -0.40876913 0.98272187
672 0.7149944 1.2243395
820 -0.04164823 1.0637964
774 -0.23820867 1.0055656
61 -0.22701322 1.0145544
642 -0.43006572 0.97737277
7 -0.5553763 0.95901686
257 -0.47258076 0.966591
106 -0.17190509 1.0388235
50 0.13299797 1.0917487
71 -0.098569766 1.0455959
372 -0.6951569 0.9239335
625 -0.3344415 1.0000173
28 -0.06504231 1.0548084
411 -0.20007257 1.0354699
532 -0.13170807 1.0456853
133 -0.3920862 0.9881421
516 -0.33620775 1.0011698
470 0.29589278 1.1365701
455 -0.08262353 1.0511644
271 0.14035808 1.098654
857 -0.4851625 0.9711296
875 -0.2120489 1.0167693
962 -0.28690267 1.0043483
518 -0.8296291 0.9067796
580 -0.35309625 1.0009266
163 -0.32949033 1.0038753
681 -0.30778384 0.9948988
979 -0.29963768 1.0121912
835 -0.5051644 0.9692794
463 -0.45480964 0.9694083
493 -0.282008 1.0082103
906 -0.11910787 1.0393512
1 -0.0647031 1.0485091
958 -0.04876684 1.0474408
618 -0.51591545 0.9596569
539 -0.37296993 0.9878385
121 -0.60453874 0.9538348
401 -0.401492 0.9860315
852 0.21797383 1.1084249
902 -0.7682697 0.9186057
307 -0.49174806 0.9589631
939 -0.57128716 0.95656455
431 -0.20727094 1.0219425
253 -0.1814904 1.020557
300 -0.30151576 1.0064452
124 -0.21185417 1.022923
609 -0.006268172 1.0557438
723 -0.55984706 0.95786196
145 -0.04518834 1.0544144
469 -0.14790538 1.0348054
980 -0.15945551 1.0268555
199 -0.3279809 1.0074892
331 0.2587263 1.1159787
730 -0.391439 0.98824775
314 0.123034924 1.0840491
662 -0.36576492 1.0038394
240 -0.35266092 0.9972318
803 0.11004265 1.0866743
114 -0.31048924 1.0044568
131 -0.08246835 1.0469265
584 -0.31522498 0.9977517
866 -0.10734788 1.0475364
52 0.3607433 1.1452352
256 -0.49159303 0.9557344
340 -0.038494013 1.0568391
986 -0.23720314 1.0346392
68 0.4271003 1.1535097
817 -0.6162922 0.94022846
399 -0.17251156 1.038514
424 -0.5473927 0.9512565
449 -0.44665524 0.9813001
91 0.14519535 1.1060297
596 -0.09629331 1.0589792
96 -0.23351258 1.0116633
234 -0.11279694 1.035189
508 -0.5492055 0.9595071
41 -0.19994956 1.0263852
452 -0.8239991 0.90791965
87 -0.15539636 1.0382216
622 -0.25811878 1.010779
993 -0.1606042 1.0460869
83 -0.5145102 0.96619046
559 -0.24002993 1.0133066
482 0.18442407 1.1030325
612 0.045765247 1.0807197
335 0.27501592 1.1281337
944 0.17488608 1.1030122
103 -0.3460457 0.99889725
917 0.03612774 1.0772657
122 -0.2152427 1.0248629
741 0.09518837 1.083541
691 -0.446858 0.9878445
