Degree Betweenness Closeness Clustering Eigenvector Membership
9999 0.00000000 1.00000000 0.00040002 0.00000000 0
9999 0.00000000 1.00000000 0.00040002 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
9999 9996.00000000 1.00000000 0.00040002 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
3 0.00000000 0.50007502 1.00000000 0.00000000 0
