Degree Betweenness Closeness Clustering Eigenvector Membership
68 30163.77500810 0.03524459 0.03994732 0.02139967 13
51 13464.42323763 0.03527284 0.07843137 0.02708614 14
788 671579.93222822 0.03542497 0.01525745 0.09623945 14
93 24572.72136943 0.03525600 0.11640954 0.03025708 16
514 382588.84174805 0.03543359 0.03207652 0.04186362 18
73 24450.82797169 0.03528122 0.10958904 0.02829013 13
177 222978.13096399 0.03525113 0.04288649 0.03408912 13
432 185289.57531149 0.03504948 0.03043095 0.03810289 16
150 119136.55316080 0.03530457 0.05208054 0.04557521 0
44 24585.33894441 0.03517188 0.04334038 0.01742609 13
262 121712.07973749 0.03535648 0.04898950 0.05430649 14
52 29207.95603237 0.03519841 0.05203620 0.01869845 13
397 627655.40744938 0.03533892 0.01821744 0.05523108 16
1594 2032557.76190824 0.03555090 0.01144121 0.18353270 18
5 79.50095548 0.03515410 0.30000000 0.01310048 13
24 4085.75868769 0.03526837 0.27898551 0.01821458 13
24 34008.09810961 0.03516021 0.19202899 0.01607696 13
21 24440.15394369 0.03524156 0.12857143 0.01528005 13
798 1073733.25685647 0.03547934 0.01923567 0.05685280 20
74 25561.38556880 0.03521926 0.04553869 0.02980624 15
47 4546.34800058 0.03466512 0.03977798 0.00665258 15
71 84488.28518177 0.03520024 0.02374245 0.02004861 13
26 4294.60494732 0.03522459 0.13230769 0.01830635 13
135 115088.39302746 0.03525743 0.02863460 0.03656862 18
78 121661.44996977 0.03518260 0.04995005 0.02389827 15
419 147893.39019303 0.03539817 0.04598554 0.09622314 14
134 23426.14802858 0.03529625 0.20087532 0.07528512 18
1360 3143443.62728430 0.03553217 0.00912544 0.14162481 0
28 17597.43435335 0.03525360 0.11904762 0.01774574 13
26 6679.64634254 0.03448688 0.04000000 0.00562139 0
158 145138.51830922 0.03532578 0.02700959 0.03690147 13
15 4522.23076301 0.03460606 0.03809524 0.00457483 0
63 22949.42265988 0.03483142 0.07578085 0.00979533 18
6 0.00000000 0.03515458 0.40000000 0.01217949 13
101 8059.39165867 0.03528698 0.20495050 0.05827149 18
8 75.67379514 0.03515489 0.25000000 0.01306288 13
604 1542419.85416135 0.03535784 0.00852800 0.08142961 15
53 32808.61667645 0.03525408 0.06748911 0.02384696 13
64 39095.93268171 0.03519873 0.03621032 0.02486065 14
32 46216.90564368 0.03516402 0.02419355 0.01486661 13
716 793773.24047769 0.03542586 0.02720241 0.02700024 14
111 16994.04112893 0.03532882 0.13054873 0.06104837 18
19 14281.54275649 0.03521743 0.12280702 0.01469787 13
15 55.18389511 0.03514887 0.33333333 0.01326568 13
10 6380.20895679 0.03521536 0.11111111 0.01365923 13
147 109366.47137029 0.03526262 0.02012860 0.03036205 15
82 58629.95491154 0.03526517 0.02559470 0.02258305 13
36 44200.56922261 0.03520851 0.04285714 0.01352901 13
79 6724.11032234 0.03525033 0.19571568 0.02392411 14
92 10608.26780813 0.03522125 0.15312948 0.05672432 14
136 14875.39106602 0.03531849 0.17135076 0.06745075 14
193 145432.17562486 0.03532890 0.09013385 0.08777641 18
7 194.38033375 0.03454116 0.09523810 0.00089940 18
12 1497.73240905 0.03448657 0.06060606 0.00212979 18
72 25532.96688402 0.03532746 0.09898279 0.02000262 13
31 4707.52427997 0.03523399 0.11827957 0.01437576 13
40 11651.88029700 0.03519197 0.06538462 0.02110764 0
531 305134.70901289 0.03536723 0.02999680 0.11391471 18
100 35639.42320612 0.03533643 0.19474747 0.06699216 14
292 243722.55513132 0.03535472 0.04655651 0.06163867 17
128 9399.12758745 0.03530529 0.26181102 0.08446746 14
86 17455.77694251 0.03532634 0.10670315 0.03010337 18
262 104840.64059823 0.03532994 0.04135591 0.02293529 0
139 119009.17215905 0.03537808 0.08007507 0.02790742 14
76 37742.12162552 0.03461814 0.06175439 0.01442387 15
114 49431.24698249 0.03521273 0.02484086 0.03189307 13
22 448.75693505 0.03439021 0.05627706 0.00417444 0
130 134412.66603976 0.03525049 0.03852117 0.03298578 13
18 5151.86625625 0.03441528 0.03267974 0.00114574 0
11 1124.48212438 0.03427017 0.05454545 0.00039586 17
78 19502.06173889 0.03528810 0.07625708 0.03655188 17
45 22403.46663423 0.03523694 0.05353535 0.02111291 13
39 33827.26963937 0.03523320 0.03373819 0.01581664 13
139 125843.67964816 0.03539029 0.08935460 0.03446263 0
4 160.50451997 0.03429974 0.00000000 0.00243306 15
16 409.16949948 0.03516497 0.18333333 0.01739901 13
29 19966.17624675 0.03523559 0.07881773 0.01889266 13
46 44397.68782156 0.03518339 0.05217391 0.02169836 18
181 147424.07852378 0.03528234 0.03603438 0.03842518 15
47 27227.81785518 0.03518061 0.06845513 0.01657199 13
86 51573.04686460 0.03520326 0.03556772 0.02657798 15
340 297972.35581261 0.03531841 0.01605067 0.06189450 15
329 143282.78298463 0.03497105 0.01156498 0.03684426 18
66 23964.28328599 0.03527515 0.08158508 0.02471774 13
143 46988.85999586 0.03529889 0.10361470 0.06144870 14
502 465570.09480100 0.03539182 0.02227418 0.08972231 16
434 350385.21568501 0.03535568 0.02177499 0.08516649 18
55 1081.22070519 0.03524850 0.36767677 0.04571196 14
94 117780.44184824 0.03527603 0.03431709 0.02540327 13
76 4354.47761825 0.03523256 0.09087719 0.03882495 0
24 1683.94996189 0.03415837 0.06884058 0.00163130 13
38 22607.69075996 0.03522587 0.12660028 0.01907083 13
83 201073.30528841 0.03519380 0.02497796 0.01854264 13
10 1102.82049426 0.03428434 0.02222222 0.00203428 15
92 39740.11928822 0.03467075 0.02054467 0.00818483 15
1042 1519264.85753064 0.03547764 0.01458438 0.13811522 18
67 21977.38205395 0.03519261 0.04613297 0.02537005 16
74 13300.61934297 0.03521066 0.07330618 0.02651902 13
200 192675.23825455 0.03532370 0.04120603 0.02683010 13
43 15411.59758599 0.03524364 0.11738649 0.01485579 13
178 83098.39852759 0.03527771 0.05211706 0.03185855 14
6 85.03188666 0.03410954 0.00000000 0.00061199 14
56 111334.18670579 0.03466466 0.01493506 0.00552372 17
45 19081.02326581 0.03521687 0.17676768 0.01873612 13
548 775565.36891943 0.03537326 0.01883532 0.11960019 0
74 75650.19145791 0.03522061 0.05997779 0.02545541 13
150 73668.43952872 0.03528905 0.04724832 0.05179551 14
95 31942.10242506 0.03532177 0.10100784 0.04801470 14
58 111248.00665631 0.03525185 0.02722323 0.01827122 13
50 19610.99127288 0.03442227 0.00653061 0.00711764 18
56 10748.31761255 0.03524308 0.05000000 0.02483691 18
6 6885.73882151 0.03514887 0.06666667 0.01170635 13
595 781185.58274454 0.03547102 0.01807996 0.08909601 16
10 2852.38004098 0.03515085 0.13333333 0.01255833 13
883 940383.09336948 0.03542682 0.01680778 0.10861701 18
95 22943.81752010 0.03533876 0.26091825 0.05008504 18
20 23251.57351964 0.03522722 0.09473684 0.01534387 13
90 277083.83460508 0.03517950 0.02047441 0.01870089 13
2 0.00000000 0.03441733 0.00000000 0.00131693 13
86 14958.03561582 0.03523997 0.07797538 0.03431844 14
147 38309.58121950 0.03530513 0.10120212 0.05612221 14
196 35139.03324639 0.03534782 0.20125589 0.09159387 14
137 97960.51760658 0.03521576 0.01835552 0.03002454 18
252 259424.67905027 0.03512264 0.03105040 0.05682587 14
6 2346.72325663 0.03462014 0.00000000 0.00193586 13
89 62993.21052129 0.03521878 0.04162411 0.02535121 14
134 17586.16636528 0.03534621 0.22376838 0.07178067 18
263 73325.85394410 0.03493788 0.01204540 0.02912930 16
218 134929.22390516 0.03530865 0.04308122 0.04514199 14
46 1571.99814821 0.03448177 0.05024155 0.00784368 0
54 33038.96704474 0.03524627 0.06359189 0.02085480 13
66 13630.33292934 0.03526629 0.13519814 0.01767777 16
139 85507.54569992 0.03531617 0.08090919 0.00793446 0
22 16372.19504896 0.03521050 0.03463203 0.01431003 13
113 93006.56614998 0.03527412 0.03192162 0.03165715 20
44 745.61214002 0.03519515 0.11099366 0.02858979 14
32 2168.75999910 0.03460407 0.10685484 0.01951314 18
16 53798.92451455 0.03515386 0.03333333 0.01338284 13
92 16321.53515403 0.03475373 0.02150024 0.01418884 0
108 15949.94941062 0.03519356 0.11232260 0.01530913 17
62 4460.62626089 0.03459999 0.23268112 0.01422215 17
218 193308.26451770 0.03540066 0.06789836 0.05302235 14
14 7065.51056569 0.03515878 0.14285714 0.01324773 13
104 69074.00482856 0.03536812 0.11930545 0.00176937 14
778 1159109.48513951 0.03546174 0.01626452 0.09987729 0
214 193531.16366224 0.03532738 0.03233733 0.06100808 15
32 9763.86066696 0.03517982 0.07862903 0.01946662 15
199 67557.02676578 0.03533291 0.07801634 0.07347154 14
98 4183.81596602 0.03528202 0.28213760 0.07177290 14
149 123001.31215974 0.03537502 0.05858879 0.05173160 14
261 235900.87160264 0.03536467 0.05593870 0.07618435 14
67 40522.62095740 0.03525831 0.06331976 0.01816280 13
10 20.45995955 0.03514577 0.33333333 0.01183600 13
323 258663.86257098 0.03537952 0.02995981 0.05872170 16
147 26681.73718688 0.03539552 0.19550834 0.06710196 14
123 12868.88692293 0.03530849 0.21111555 0.04305693 18
2 0.00000000 0.03514387 0.00000000 0.01073134 13
10 96.13505176 0.03413959 0.00000000 0.00068834 13
73 15634.70502482 0.03468480 0.03500761 0.01325272 0
821 1388156.66459239 0.03537053 0.00991058 0.10346793 18
108 8653.13319380 0.03532418 0.23710627 0.06402179 14
12 6016.53738078 0.03517053 0.07575758 0.01415304 13
6 608.97230234 0.03516648 0.13333333 0.01282239 13
24 17848.78333201 0.03515299 0.03260870 0.01333332 13
28 65292.82793312 0.03448795 0.07142857 0.00485404 20
145 54358.49682397 0.03474799 0.00718391 0.01170769 18
52 18340.40368675 0.03525632 0.04072398 0.02526651 15
106 233061.74475176 0.03521408 0.01509434 0.02850476 17
54 13448.00872858 0.03457926 0.02445842 0.01033531 15
332 190767.15918269 0.03546117 0.05565464 0.08009701 14
159 109388.19216457 0.03541217 0.14202691 0.04344353 14
485 837193.79720889 0.03535688 0.01050524 0.06244131 0
27 18515.33262491 0.03517926 0.06267806 0.01736341 13
45 26129.38267532 0.03517537 0.03838384 0.01772763 13
114 41742.17074261 0.03523455 0.05185530 0.02874562 13
947 969341.49417484 0.03547910 0.01992494 0.09573670 18
136 29411.20187568 0.03525903 0.09684096 0.04717715 14
10 2567.39856344 0.03514934 0.08888889 0.01160127 13
110 183501.99708744 0.03517354 0.00950792 0.01958938 13
82 15204.65275001 0.03523200 0.06564288 0.01904064 14
188 185546.71614202 0.03526613 0.02190238 0.04196582 14
6 0.00000000 0.03521210 0.33333333 0.01288756 13
263 144298.88020200 0.03534806 0.04887818 0.05661866 0
101 58765.55314131 0.03534164 0.04891089 0.03405487 18
58 9113.68758784 0.03525919 0.16999395 0.04045685 14
65 21253.45080220 0.03493083 0.04663462 0.01565388 14
358 319840.30462164 0.03532009 0.01677543 0.05037310 14
197 73948.52004952 0.03533940 0.04625505 0.05838475 14
31 884.71107101 0.03529305 0.25161290 0.03064907 14
63 32127.45533303 0.03527651 0.04608295 0.02831220 15
388 548489.05255495 0.03529337 0.01108181 0.06947688 16
87 18380.90626873 0.03527076 0.07564822 0.02824958 0
145 63421.21207959 0.03529553 0.05890805 0.05619477 15
210 156266.75751051 0.03525289 0.02109820 0.03233961 15
24 2498.35948069 0.03519849 0.10144928 0.01642432 13
9 3815.27701455 0.03430880 0.13888889 0.00126896 13
437 942311.86996492 0.03528929 0.00543741 0.05532193 13
141 51313.67380345 0.03528522 0.07325228 0.03936010 14
36 5738.67158184 0.03528011 0.22698413 0.00279568 14
165 78140.38234667 0.03514657 0.05698448 0.03247913 14
68 56705.07718188 0.03519977 0.03248464 0.02050223 13
24 20554.71082175 0.03515775 0.05797101 0.01379842 13
215 170074.68089783 0.03539383 0.06137796 0.02137994 14
144 92898.51394177 0.03525687 0.03234266 0.03120403 14
49 4481.73737237 0.03444175 0.00170068 0.00625725 15
6 796.77982976 0.03427371 0.00000000 0.00131345 18
72 57714.80671193 0.03526142 0.06455399 0.03171463 18
23 20118.96919211 0.03516045 0.07114625 0.01261182 13
20 1227.01672116 0.03435306 0.07368421 0.00346787 15
35 5516.20797816 0.03518752 0.09411765 0.01705143 13
1352 1875328.40797976 0.03555423 0.01182665 0.07726649 14
25 7419.14928330 0.03524164 0.10666667 0.01910737 13
33 9350.22648805 0.03519722 0.05871212 0.01407439 13
30 11467.36766585 0.03453641 0.03908046 0.00359995 13
74 8104.93770499 0.03521472 0.05738615 0.02096446 13
32 6929.07752269 0.03524675 0.08467742 0.01866996 13
12 5034.08136514 0.03516013 0.06060606 0.01223028 13
210 306208.11492702 0.03456538 0.00086580 0.01414418 13
55 28651.13428369 0.03518943 0.02154882 0.01858729 13
282 340301.68037700 0.03531689 0.01032281 0.04230065 18
71 51137.11944984 0.03519364 0.03541247 0.02065746 13
16 14322.00490075 0.03521568 0.10833333 0.01342299 13
106 13725.52148816 0.03525360 0.22982929 0.03499289 18
80 24584.13232812 0.03520136 0.04050633 0.02535277 16
35 42436.38230426 0.03440031 0.00840336 0.00381445 16
174 60014.05587315 0.03529081 0.05301973 0.04743262 0
70 62745.33065420 0.03520350 0.05383023 0.02351392 13
127 17762.84879530 0.03533860 0.20509936 0.07009683 16
77 11909.41844430 0.03526901 0.10868079 0.01924800 14
4 1742.56272720 0.03514680 0.16666667 0.01133722 13
101 53548.18131900 0.03533643 0.09584158 0.03241993 14
374 281459.86544061 0.03542086 0.05396338 0.11067367 14
113 95377.70838871 0.03529409 0.07253477 0.03757979 16
182 86630.00910872 0.03543343 0.08232651 0.09343524 15
237 184232.97542468 0.03536603 0.05756991 0.04535613 16
122 9801.91638325 0.03469329 0.05893510 0.02970229 15
356 137480.48611094 0.03536707 0.03685710 0.08529767 14
245 153680.03737836 0.03541748 0.06192707 0.08735913 18
120 153442.92580130 0.03527236 0.03613445 0.02615858 13
49 10784.56041975 0.03519674 0.08333333 0.01791608 13
14 3606.81769985 0.03515489 0.12087912 0.01326372 13
10 380.16882547 0.03515799 0.11111111 0.01306983 13
17 6634.73925686 0.03516029 0.08823529 0.01558525 13
28 1773.38067278 0.03443262 0.01322751 0.00597547 18
202 148616.02133494 0.03534678 0.02990000 0.06046023 16
1575 1674151.18151824 0.03553550 0.01063230 0.06438342 14
51 22455.17064729 0.03518657 0.06039216 0.02101447 13
13 6204.95719072 0.03521990 0.16666667 0.01289137 13
78 8327.20324340 0.03443612 0.04961705 0.00932044 18
91 11281.55978568 0.03527124 0.09450549 0.02745548 18
438 602955.64892059 0.03545899 0.03326959 0.04050453 0
91 67551.35360117 0.03522340 0.03418803 0.02181026 13
127 26441.01716725 0.03535175 0.12398450 0.02274096 14
144 20638.58466640 0.03522101 0.06041181 0.03916826 14
249 191254.78424151 0.03539174 0.06435419 0.04087144 14
20 11053.18239836 0.03522802 0.12105263 0.01507735 13
104 61789.18747119 0.03520748 0.02539208 0.02523086 13
108 39255.52581254 0.03520390 0.01990308 0.02708442 13
50 10532.42115768 0.03529441 0.09959184 0.02002944 13
64 19190.04098564 0.03522842 0.09077381 0.03800342 18
106 10312.77929466 0.03479238 0.06253369 0.02417381 14
20 4003.81755147 0.03517521 0.10000000 0.01536899 13
24 8775.97254099 0.03520740 0.08333333 0.01557699 13
134 57841.35265841 0.03528610 0.05274380 0.02586918 15
253 159465.29324189 0.03534148 0.03780036 0.05478163 15
29 15627.86344030 0.03521576 0.06650246 0.01745240 13
2 0.00000000 0.03441733 0.00000000 0.00131693 13
202 124405.24518252 0.03531665 0.03610660 0.04625290 13
44 26668.74654232 0.03517735 0.05919662 0.02067978 13
78 15697.29733716 0.03527060 0.06127206 0.02859262 14
262 221985.09637547 0.03535592 0.02579626 0.05606328 15
141 40997.11563289 0.03527995 0.04924012 0.03660418 18
140 101249.11321756 0.03484622 0.02898253 0.01998848 16
57 33963.76922198 0.03523455 0.04949875 0.02676013 20
272 226686.47814974 0.03527092 0.01831452 0.03977726 15
16 3338.72138806 0.03516156 0.07500000 0.01204031 13
101 14136.10077142 0.03531657 0.21821782 0.04174851 14
65 4174.32312833 0.03519953 0.22932692 0.03612701 14
20 22579.91357143 0.03516386 0.06842105 0.01354024 13
91 18320.69103859 0.03525879 0.06666667 0.02265043 18
38 31748.80314818 0.03435889 0.01422475 0.00638373 18
22 10341.60878539 0.03520159 0.06926407 0.01952171 14
59 22067.37499004 0.03523527 0.05493863 0.02072255 13
147 49878.82926862 0.03530817 0.10092256 0.06526301 18
785 978988.06306515 0.03550845 0.02872741 0.04298615 0
45 9478.74653747 0.03526805 0.11313131 0.01979964 0
29 6738.16330444 0.03521894 0.06403941 0.01496112 13
45 8541.00302811 0.03518371 0.08686869 0.01938212 13
101 46686.95837410 0.03525105 0.05841584 0.03157182 14
48 10904.72287855 0.03525472 0.09485816 0.02433581 14
110 7629.06450365 0.03466843 0.03886572 0.01510153 14
586 871707.93685034 0.03538651 0.01331350 0.07401512 15
2 0.00000000 0.03405854 0.00000000 0.00026973 15
69 68813.07709208 0.03525727 0.04092072 0.02513517 15
220 77645.67367285 0.03534245 0.02083852 0.04435803 18
56 70809.43861115 0.03516053 0.10064935 0.02585459 18
16 497.09932450 0.03446178 0.05000000 0.00408586 0
30 5703.00335242 0.03451209 0.00919540 0.00373042 16
62 29405.85202397 0.03525145 0.03278689 0.01961570 13
69 9140.05345718 0.03522157 0.15004263 0.01659344 16
521 603931.55450945 0.03531913 0.01739259 0.09665716 18
107 17781.01652670 0.03531217 0.18603421 0.07225197 14
47 103485.89179636 0.03460330 0.01942646 0.00397533 13
10 2550.24924399 0.03519197 0.13333333 0.01306447 13
35 1375.78956401 0.03526398 0.22016807 0.03391674 18
288 153313.08785858 0.03531625 0.02920538 0.05440863 14
90 56121.61801888 0.03535087 0.09712859 0.02986751 16
248 220868.87523107 0.03535375 0.03183362 0.05625904 15
128 62879.68266352 0.03523814 0.02325295 0.03345354 18
221 92708.69501300 0.03527843 0.03710407 0.03544611 0
170 139149.88981796 0.03534012 0.04016707 0.03175275 13
1055 1170519.32380906 0.03547683 0.01455795 0.14632171 18
111 37824.72675988 0.03525759 0.04799345 0.04903903 18
29 11458.21947749 0.03480707 0.13793103 0.00686398 18
121 31349.04146836 0.03539889 0.12920110 0.05553808 14
80 96594.78276820 0.03518864 0.01772152 0.02316874 13
9 31227.59409572 0.03456921 0.02777778 0.00050472 18
76 35703.19994493 0.03523009 0.08035088 0.00558697 13
20 22791.88593466 0.03518204 0.14210526 0.01329893 13
6 32.90643882 0.03422470 0.06666667 0.00142133 16
35 21637.53202787 0.03525137 0.05714286 0.02034732 13
72 26629.65434886 0.03526972 0.05868545 0.02385387 18
56 39957.99654516 0.03517942 0.03636364 0.01612554 13
167 57788.49241933 0.03535030 0.10237357 0.06106121 14
236 149759.69218783 0.03535696 0.03469167 0.06733811 16
50 7873.91671459 0.03450972 0.01061224 0.00916147 16
52 82141.32806494 0.03516084 0.07541478 0.01887315 13
95 55436.33768551 0.03526613 0.07189250 0.04944354 14
32 7431.43001974 0.03523654 0.14717742 0.01881764 13
2 0.00000000 0.03514419 1.00000000 0.01093328 13
82 24957.56734101 0.03530257 0.11743451 0.02195744 18
232 107020.48083701 0.03525600 0.04989551 0.05188155 0
2 0.00000000 0.03416901 0.00000000 0.00080576 16
449 791743.11091533 0.03537567 0.01480472 0.07508435 16
14 985.84875133 0.03440996 0.05494505 0.00416481 15
442 346656.31259881 0.03527052 0.01246653 0.05988416 0
160 33683.35744554 0.03476179 0.00652516 0.01427985 14
11 43.50782034 0.03514982 0.23636364 0.01256125 13
34 6712.45338071 0.03523989 0.09269162 0.01751586 13
302 683427.25864264 0.03531601 0.02292579 0.04853349 18
22 12659.32107998 0.03524252 0.08658009 0.01420131 13
29 11363.88039092 0.03516846 0.04433498 0.01582547 13
76 36411.99443684 0.03471277 0.03228070 0.01742116 0
21 3318.24173180 0.03522985 0.10952381 0.01431533 13
432 505027.38355748 0.03538611 0.03468463 0.03567872 0
