nodei nodej distance
0 1 5.143
0 2 3.218
0 3 1.798
0 4 3.416
0 5 1.087
0 6 2.891
0 7 4.122
0 8 2.662
0 9 1.914
0 10 2.355
0 11 1.730
0 12 5.103
0 13 2.973
0 14 1.362
0 15 1.279
0 16 1.735
0 17 2.595
0 18 3.304
0 19 0.944
0 20 0.674
0 21 1.224
0 22 2.684
0 23 1.661
0 24 0.375
0 25 3.026
0 26 2.515
0 27 3.156
0 28 1.697
0 29 1.697
0 30 1.604
0 31 4.943
0 32 4.334
0 33 3.463
0 34 0.232
0 35 0.321
0 36 1.309
0 37 2.415
0 38 3.747
0 39 1.986
0 40 1.903
0 41 0.899
0 42 0.450
0 43 4.611
0 44 1.937
0 45 1.310
0 46 1.552
0 47 2.675
0 48 1.906
0 49 3.353
0 50 2.534
0 51 2.769
0 52 0.329
0 53 2.960
0 54 2.855
0 55 0.609
0 56 1.007
0 57 0.730
0 58 0.617
0 59 2.668
0 60 0.244
0 61 2.933
0 62 0.115
0 63 0.320
0 64 1.100
0 65 2.318
0 66 1.797
0 67 1.239
0 68 0.460
0 69 0.387
0 70 3.076
0 71 2.141
0 72 1.226
0 73 1.956
0 74 1.542
0 75 4.929
0 76 0.486
0 77 0.094
0 78 1.866
0 79 0.288
0 80 3.902
0 81 0.945
0 82 0.072
0 83 1.243
0 84 2.435
0 85 2.793
0 86 2.740
0 87 1.111
0 88 2.232
0 89 1.721
0 90 1.897
0 91 1.802
0 92 0.169
0 93 3.613
0 94 0.311
0 95 1.525
0 96 2.781
0 97 1.276
0 98 2.544
0 99 3.448
1 2 1.928
1 3 3.345
1 4 1.727
1 5 4.058
1 6 2.253
1 7 1.023
1 8 2.481
1 9 3.230
1 10 2.788
1 11 3.413
1 12 0.040
1 13 2.171
1 14 3.781
1 15 3.865
1 16 3.408
1 17 2.549
1 18 1.840
1 19 4.199
1 20 4.469
1 21 3.919
1 22 2.460
1 23 3.482
1 24 5.518
1 25 2.117
1 26 2.629
1 27 1.988
1 28 3.448
1 29 3.446
1 30 3.540
1 31 0.200
1 32 0.810
1 33 1.681
1 34 4.911
1 35 4.822
1 36 3.835
1 37 2.728
1 38 1.396
1 39 3.158
1 40 3.240
1 41 4.246
1 42 5.590
1 43 0.533
1 44 3.207
1 45 3.833
1 46 3.591
1 47 2.469
1 48 3.237
1 49 1.790
1 50 2.610
1 51 2.374
1 52 5.472
1 53 2.184
1 54 2.288
1 55 5.750
1 56 4.136
1 57 4.414
1 58 4.526
1 59 2.476
1 60 5.387
1 61 2.211
1 62 5.028
1 63 4.824
1 64 4.043
1 65 2.826
1 66 3.347
