nodei nodej distance
0 1 0.408
0 2 2.288
0 3 1.031
0 4 2.337
0 5 1.325
0 6 2.672
0 7 1.275
0 8 2.679
0 9 1.169
0 10 2.819
0 11 1.817
0 12 3.117
0 13 2.472
0 14 1.282
0 15 1.883
0 16 0.886
0 17 1.777
0 18 1.413
0 19 2.379
0 20 3.371
0 21 1.354
0 22 2.271
0 23 2.461
0 24 3.633
0 25 1.387
0 26 2.601
0 27 1.724
0 28 2.220
0 29 1.457
0 30 2.634
0 31 1.891
0 32 2.597
0 33 3.095
0 34 2.426
0 35 2.226
0 36 1.869
0 37 1.971
0 38 2.113
0 39 4.003
0 40 3.117
0 41 1.715
0 42 1.644
0 43 2.251
0 44 2.496
0 45 1.631
0 46 1.390
0 47 3.054
0 48 2.546
0 49 5.215
0 50 1.396
0 51 2.567
0 52 1.720
0 53 1.890
0 54 1.023
0 55 1.577
0 56 2.736
0 57 2.296
0 58 3.607
0 59 2.259
0 60 1.239
0 61 2.310
0 62 2.129
0 63 1.640
0 64 3.153
0 65 2.543
0 66 3.023
0 67 0.531
0 68 2.847
0 69 2.650
0 70 2.829
0 71 2.862
0 72 1.903
0 73 1.790
0 74 0.984
0 75 1.635
0 76 2.892
0 77 1.677
0 78 1.743
0 79 1.155
0 80 2.892
0 81 3.599
0 82 1.088
0 83 1.386
0 84 3.000
0 85 3.423
0 86 1.808
0 87 1.117
0 88 2.839
0 89 1.035
0 90 3.103
0 91 1.279
0 92 2.245
0 93 2.634
0 94 0.591
0 95 3.328
0 96 4.028
0 97 1.337
0 98 3.559
0 99 4.113
1 2 1.904
1 3 0.648
1 4 1.982
1 5 1.711
1 6 3.068
1 7 1.668
1 8 3.080
1 9 1.575
1 10 3.202
1 11 2.168
1 12 3.510
1 13 2.880
1 14 1.678
1 15 2.285
1 16 1.140
1 17 2.126
1 18 1.817
1 19 2.785
1 20 3.762
1 21 1.761
1 22 2.678
1 23 2.869
1 24 4.035
1 25 1.511
1 26 3.009
1 27 2.104
1 28 2.627
1 29 1.804
1 30 3.041
1 31 2.222
1 32 2.988
1 33 3.498
1 34 2.832
1 35 2.633
1 36 2.014
1 37 2.376
1 38 2.516
1 39 4.401
1 40 3.524
1 41 2.035
1 42 1.978
1 43 2.626
1 44 2.903
1 45 2.038
1 46 1.798
1 47 3.461
1 48 2.942
1 49 5.614
1 50 1.467
1 51 2.974
1 52 2.121
1 53 1.853
1 54 1.365
1 55 1.957
1 56 3.141
1 57 2.702
1 58 4.004
1 59 2.651
1 60 1.646
1 61 2.664
1 62 2.537
1 63 2.045
1 64 3.520
1 65 2.944
1 66 3.431
1 67 0.785
1 68 3.238
1 69 3.057
1 70 3.236
1 71 3.267
1 72 2.308
1 73 2.188
1 74 1.231
1 75 1.937
1 76 3.299
1 77 2.055
1 78 2.147
1 79 1.558
1 80 3.298
1 81 3.993
1 82 1.240
1 83 1.608
1 84 3.405
1 85 3.809
1 86 2.200
1 87 1.525
1 88 3.235
1 89 1.300
1 90 3.510
1 91 1.673
1 92 2.650
1 93 3.039
1 94 0.947
1 95 3.728
1 96 4.427
1 97 1.742
1 98 3.963
1 99 4.505
2 3 1.258
2 4 0.371
2 5 3.415
2 6 4.959
2 7 3.409
2 8 4.959
2 9 3.442
2 10 5.105
2 11 3.706
2 12 5.405
2 13 4.709
2 14 3.433
2 15 4.164
2 16 2.607
2 17 3.656
2 18 3.692
2 19 4.572
2 20 5.659
2 21 3.583
2 22 4.507
2 23 4.694
2 24 5.907
2 25 2.507
2 26 4.823
2 27 3.758
2 28 4.445
2 29 3.366
2 30 4.876
2 31 3.677
2 32 4.885
2 33 5.237
2 34 4.687
2 35 4.484
2 36 2.883
2 37 4.163
2 38 4.278
2 39 6.287
2 40 5.350
2 41 3.914
2 42 3.477
2 43 4.224
2 44 4.694
2 45 3.859
2 46 3.632
2 47 5.301
2 48 4.832
2 49 7.497
2 50 2.330
2 51 4.825
2 52 4.002
2 53 2.142
2 54 2.975
2 55 3.621
2 56 4.904
2 57 4.556
2 58 5.892
2 59 4.547
2 60 3.472
2 61 4.169
2 62 4.382
2 63 3.842
2 64 5.036
2 65 4.824
2 66 5.263
2 67 2.394
2 68 5.135
2 69 4.857
2 70 5.078
2 71 5.038
2 72 4.171
2 73 3.930
2 74 2.650
2 75 3.335
2 76 5.085
2 77 3.705
2 78 3.927
2 79 3.354
2 80 5.152
2 81 5.886
2 82 2.435
2 83 2.843
2 84 5.266
2 85 5.710
2 86 3.906
2 87 3.365
2 88 5.125
2 89 2.736
2 90 5.356
2 91 3.418
2 92 4.426
2 93 4.899
2 94 2.667
2 95 5.608
2 96 6.310
2 97 3.550
2 98 5.828
2 99 6.401
3 4 1.341
3 5 2.235
3 6 3.704
3 7 2.212
3 8 3.709
3 9 2.193
3 10 3.847
3 11 2.612
3 12 4.148
3 13 3.480
3 14 2.230
3 15 2.912
3 16 1.507
3 17 2.565
3 18 2.441
3 19 3.363
3 20 4.402
3 21 2.353
3 22 3.278
3 23 3.467
3 24 4.660
3 25 1.646
3 26 3.602
3 27 2.606
3 28 3.221
3 29 2.252
3 30 3.645
3 31 2.626
3 32 3.627
3 33 4.054
3 34 3.447
3 35 3.244
3 36 2.127
3 37 2.952
3 38 3.080
3 39 5.034
3 40 4.124
3 41 2.676
3 42 2.398
3 43 3.107
3 44 3.483
3 45 2.631
3 46 2.397
3 47 4.068
3 48 3.577
3 49 6.246
3 50 1.527
3 51 3.586
3 52 2.750
3 53 1.695
3 54 1.827
3 55 2.463
3 56 3.708
3 57 3.316
3 58 4.638
3 59 3.290
3 60 2.240
3 61 3.100
3 62 3.145
3 63 2.624
3 64 3.972
3 65 3.573
3 66 4.034
3 67 1.219
3 68 3.878
3 69 3.643
3 70 3.844
3 71 3.839
3 72 2.926
3 73 2.738
3 74 1.575
3 75 2.303
3 76 3.878
3 77 2.555
3 78 2.718
3 79 2.133
3 80 3.912
3 81 4.630
3 82 1.455
3 83 1.875
3 84 4.023
3 85 4.452
3 86 2.731
3 87 2.126
3 88 3.870
3 89 1.658
3 90 4.120
3 91 2.220
3 92 3.221
3 93 3.656
3 94 1.463
3 95 4.357
3 96 5.058
3 97 2.326
3 98 4.584
3 99 5.144
4 5 3.361
4 6 4.982
4 7 3.367
4 8 4.969
4 9 3.455
4 10 5.150
4 11 3.598
4 12 5.431
4 13 4.686
4 14 3.395
4 15 4.179
4 16 2.526
4 17 3.548
4 18 3.708
4 19 4.530
4 20 5.688
4 21 3.570
4 22 4.485
4 23 4.669
4 24 5.906
4 25 2.342
4 26 4.791
4 27 3.681
4 28 4.419
4 29 3.274
4 30 4.856
4 31 3.551
4 32 4.917
4 33 5.168
4 34 4.680
4 35 4.476
4 36 2.674
4 37 4.126
4 38 4.229
4 39 6.297
4 40 5.320
4 41 4.016
4 42 3.366
4 43 4.122
4 44 4.653
4 45 3.841
4 46 3.624
4 47 5.279
4 48 4.854
4 49 7.503
4 50 2.155
4 51 4.814
4 52 4.021
4 53 1.886
4 54 2.909
4 55 3.550
4 56 4.848
4 57 4.550
4 58 5.907
4 59 4.579
4 60 3.463
4 61 4.044
4 62 4.371
4 63 3.813
4 64 4.900
4 65 4.835
4 66 5.238
4 67 2.359
4 68 5.167
4 69 4.818
4 70 5.059
4 71 4.984
4 72 4.173
4 73 3.878
4 74 2.557
4 75 3.206
4 76 5.037
4 77 3.628
4 78 3.890
4 79 3.333
4 80 5.142
4 81 5.907
4 82 2.313
4 83 2.702
4 84 5.260
4 85 5.747
4 86 3.842
4 87 3.364
4 88 5.148
4 89 2.642
4 90 5.338
4 91 3.378
4 92 4.380
4 93 4.893
4 94 2.643
4 95 5.615
4 96 6.319
4 97 3.531
4 98 5.820
4 99 6.425
5 6 1.796
5 7 0.111
5 8 1.728
5 9 0.626
5 10 2.063
5 11 0.584
5 12 2.230
5 13 1.352
5 14 0.153
5 15 1.050
5 16 0.851
5 17 0.564
5 18 0.741
5 19 1.171
5 20 2.490
5 21 0.428
5 22 1.160
5 23 1.331
5 24 2.599
5 25 1.321
5 26 1.441
5 27 0.401
5 28 1.083
5 29 0.359
5 30 1.523
5 31 0.740
5 32 1.788
5 33 1.824
5 34 1.391
5 35 1.194
5 36 1.509
5 37 0.776
5 38 0.868
5 39 3.016
5 40 1.968
5 41 1.649
5 42 0.537
5 43 0.931
5 44 1.294
5 45 0.580
5 46 0.497
5 47 1.939
5 48 1.676
5 49 4.194
5 50 1.489
5 51 1.508
5 52 0.953
5 53 2.102
5 54 0.459
5 55 0.257
5 56 1.490
5 57 1.270
5 58 2.649
5 59 1.489
5 60 0.421
5 61 1.032
5 62 1.086
5 63 0.503
5 64 1.838
5 65 1.610
5 66 1.892
5 67 1.024
5 68 2.008
5 69 1.459
5 70 1.727
5 71 1.625
5 72 0.969
5 73 0.517
5 74 0.850
5 75 0.706
5 76 1.676
5 77 0.358
5 78 0.547
5 79 0.308
5 80 1.826
5 81 2.667
5 82 1.151
5 83 0.971
5 84 1.952
5 85 2.580
5 86 0.497
5 87 0.487
5 88 1.948
5 89 0.778
5 90 2.004
5 91 0.124
5 92 1.020
5 93 1.600
5 94 0.774
5 95 2.339
5 96 3.030
5 97 0.359
