nodei nodej distance
0 1 0.928
0 2 0.830
0 3 0.435
0 4 0.296
0 5 2.410
0 6 2.955
0 7 2.758
0 8 3.956
0 9 1.181
0 10 1.436
0 11 2.053
0 12 2.704
0 13 2.184
0 14 2.163
0 15 2.794
0 16 2.204
0 17 3.786
0 18 3.013
0 19 2.349
0 20 2.328
0 21 1.875
0 22 3.849
0 23 2.739
0 24 2.057
0 25 3.150
0 26 3.037
0 27 2.271
0 28 2.734
0 29 3.951
0 30 1.957
0 31 1.838
0 32 1.979
0 33 1.576
0 34 2.148
0 35 2.435
0 36 3.372
0 37 3.884
0 38 1.797
0 39 2.219
0 40 3.232
0 41 1.391
0 42 1.593
0 43 2.432
0 44 3.110
0 45 2.937
0 46 2.446
0 47 1.701
0 48 2.242
0 49 1.428
0 50 1.652
0 51 0.280
0 52 2.834
0 53 2.514
0 54 0.927
0 55 3.480
0 56 2.973
0 57 2.587
0 58 3.082
0 59 3.275
0 60 1.368
0 61 2.061
0 62 1.581
0 63 2.283
0 64 2.831
0 65 3.284
0 66 1.924
0 67 2.321
0 68 3.189
0 69 1.553
0 70 1.933
0 71 4.749
0 72 2.048
0 73 2.553
0 74 1.623
0 75 2.919
0 76 3.339
0 77 3.426
0 78 2.587
0 79 1.617
0 80 3.868
0 81 1.231
0 82 2.497
0 83 1.427
0 84 1.754
0 85 3.354
0 86 3.190
0 87 3.499
0 88 3.815
0 89 1.249
0 90 2.299
0 91 1.582
0 92 2.854
0 93 2.707
0 94 3.326
0 95 2.961
0 96 2.985
0 97 2.434
0 98 3.194
0 99 1.893
1 2 1.758
1 3 0.864
1 4 0.902
1 5 2.699
1 6 3.027
1 7 2.995
1 8 4.209
1 9 2.067
1 10 1.932
1 11 1.959
1 12 2.971
1 13 2.829
1 14 2.658
1 15 3.430
1 16 2.783
1 17 4.025
1 18 3.508
1 19 3.097
1 20 1.924
1 21 2.524
1 22 4.449
1 23 2.550
1 24 2.783
1 25 3.384
1 26 3.655
1 27 2.629
1 28 3.402
1 29 4.682
1 30 2.036
1 31 2.055
1 32 2.146
1 33 1.428
1 34 2.374
1 35 2.289
1 36 3.768
1 37 4.399
1 38 1.696
1 39 3.106
1 40 3.811
1 41 1.108
1 42 1.335
1 43 3.006
1 44 2.825
1 45 2.841
1 46 2.898
1 47 2.603
1 48 2.275
1 49 1.750
1 50 2.093
1 51 1.046
1 52 3.631
1 53 2.756
1 54 1.772
1 55 3.438
1 56 3.596
1 57 3.457
1 58 2.985
1 59 3.773
1 60 1.197
1 61 2.642
1 62 1.695
1 63 1.794
1 64 2.882
1 65 4.116
1 66 1.999
1 67 2.252
1 68 3.775
1 69 1.704
1 70 2.117
1 71 4.809
1 72 2.260
1 73 2.833
1 74 2.507
1 75 3.446
1 76 4.125
1 77 3.931
1 78 3.170
1 79 1.489
1 80 4.404
1 81 1.769
1 82 3.031
1 83 1.634
1 84 2.514
1 85 3.275
1 86 3.779
1 87 3.581
1 88 4.089
1 89 1.914
1 90 2.811
1 91 1.520
1 92 3.506
1 93 3.553
