nodei nodej distance
0 1 1.877
0 2 2.429
0 3 3.471
0 4 1.272
0 5 2.801
0 6 3.645
0 7 4.042
0 8 1.234
0 9 2.723
0 10 2.148
0 11 3.538
0 12 2.136
0 13 1.820
0 14 0.979
0 15 1.064
0 16 3.746
0 17 3.916
0 18 2.671
0 19 3.377
0 20 3.172
0 21 3.727
0 22 3.218
0 23 0.802
0 24 2.772
0 25 3.753
0 26 2.056
0 27 2.877
0 28 1.992
0 29 1.185
1 2 0.553
1 3 1.600
1 4 3.139
1 5 0.926
1 6 1.779
1 7 2.186
1 8 0.654
1 9 0.847
1 10 0.272
1 11 1.664
1 12 0.265
1 13 0.057
1 14 0.899
1 15 0.813
1 16 1.887
1 17 2.051
1 18 0.796
1 19 1.508
1 20 1.300
1 21 1.860
1 22 1.350
1 23 1.092
1 24 0.895
1 25 1.888
1 26 0.197
1 27 1.005
1 28 0.118
1 29 3.041
2 3 1.047
2 4 3.687
2 5 0.373
2 6 1.228
2 7 1.638
2 8 1.207
2 9 0.294
2 10 0.289
2 11 1.111
2 12 0.310
2 13 0.611
2 14 1.452
2 15 1.366
2 16 1.338
2 17 1.500
2 18 0.243
2 19 0.955
2 20 0.747
2 21 1.309
2 22 0.799
2 23 1.646
2 24 0.352
2 25 1.338
2 26 0.396
2 27 0.453
2 28 0.437
2 29 3.588
3 4 4.722
3 5 0.675
3 6 0.192
3 7 0.607
3 8 2.254
3 9 0.757
3 10 1.335
3 11 0.085
3 12 1.352
3 13 1.657
3 14 2.497
3 15 2.412
3 16 0.318
3 17 0.458
3 18 0.807
3 19 0.096
3 20 0.301
3 21 0.266
3 22 0.256
3 23 2.692
3 24 0.729
3 25 0.301
3 26 1.438
3 27 0.595
3 28 1.483
3 29 4.619
4 5 4.058
4 6 4.890
4 7 5.280
4 8 2.504
4 9 3.981
4 10 3.411
4 11 4.792
4 12 3.401
4 13 3.082
4 14 2.246
4 15 2.331
4 16 4.986
4 17 5.159
4 18 3.929
4 19 4.627
4 20 4.425
4 21 4.973
4 22 4.466
4 23 2.074
4 24 4.034
4 25 4.996
4 26 3.322
4 27 4.131
4 28 3.253
4 29 0.128
5 6 0.858
5 7 1.270
5 8 1.580
5 9 0.085
5 10 0.660
5 11 0.738
5 12 0.678
5 13 0.984
5 14 1.825
5 15 1.739
5 16 0.971
5 17 1.129
5 18 0.132
5 19 0.584
5 20 0.374
5 21 0.937
5 22 0.431
5 23 2.019
5 24 0.116
5 25 0.968
5 26 0.764
5 27 0.088
5 28 0.810
5 29 3.957
6 7 0.415
6 8 2.434
6 9 0.942
6 10 1.517
6 11 0.173
6 12 1.535
6 13 1.836
6 14 2.674
6 15 2.589
6 16 0.128
6 17 0.272
6 18 0.990
6 19 0.274
6 20 0.486
6 21 0.083
6 22 0.429
6 23 2.871
6 24 0.918
6 25 0.110
6 26 1.621
6 27 0.775
6 28 1.661
6 29 4.786
7 8 2.839
7 9 1.355
7 10 1.927
7 11 0.569
7 12 1.946
7 13 2.243
7 14 3.076
7 15 2.991
7 16 0.299
7 17 0.161
7 18 1.402
7 19 0.689
7 20 0.900
7 21 0.343
7 22 0.839
7 23 3.276
7 24 1.333
7 25 0.306
7 26 2.033
7 27 1.186
7 28 2.068
7 29 5.173
8 9 1.499
8 10 0.921
8 11 2.317
8 12 0.906
8 13 0.597
8 14 0.262
8 15 0.180
8 16 2.541
8 17 2.705
8 18 1.448
8 19 2.162
8 20 1.953
8 21 2.514
8 22 2.005
8 23 0.439
8 24 1.542
8 25 2.543
8 26 0.824
8 27 1.659
8 28 0.772
8 29 2.412
9 10 0.578
9 11 0.818
9 12 0.595
9 13 0.904
9 14 1.745
9 15 1.660
9 16 1.056
9 17 1.213
9 18 0.052
9 19 0.668
9 20 0.457
9 21 1.021
9 22 0.516
9 23 1.938
9 24 0.091
9 25 1.052
9 26 0.680
9 27 0.173
9 28 0.730
9 29 3.882
10 11 1.397
10 12 0.034
10 13 0.329
10 14 1.169
10 15 1.084
10 16 1.627
10 17 1.788
10 18 0.528
10 19 1.244
10 20 1.034
10 21 1.597
10 22 1.088
10 23 1.360
10 24 0.624
10 25 1.627
10 26 0.112
10 27 0.742
10 28 0.163
10 29 3.314
11 12 1.413
11 13 1.721
11 14 2.562
11 15 2.477
11 16 0.299
11 17 0.412
11 18 0.869
11 19 0.176
11 20 0.367
11 21 0.228
11 22 0.333
11 23 2.756
11 24 0.783
11 25 0.269
11 26 1.498
11 27 0.661
11 28 1.547
11 29 4.690
12 13 0.320
12 14 1.158
12 15 1.072
12 16 1.647
12 17 1.807
12 18 0.546
12 19 1.262
12 20 1.052
12 21 1.615
12 22 1.107
12 23 1.346
12 24 0.636
12 25 1.645
12 26 0.086
12 27 0.761
12 28 0.165
12 29 3.305
13 14 0.842
13 15 0.756
13 16 1.944
13 17 2.108
13 18 0.853
13 19 1.565
13 20 1.357
13 21 1.917
13 22 1.407
13 23 1.035
13 24 0.952
13 25 1.946
13 26 0.247
13 27 1.063
13 28 0.175
13 29 2.985
14 15 0.086
14 16 2.778
14 17 2.945
14 18 1.694
14 19 2.404
14 20 2.197
14 21 2.755
14 22 2.245
14 23 0.211
14 24 1.793
14 25 2.782
14 26 1.077
14 27 1.902
14 28 1.015
14 29 2.153
15 16 2.693
15 17 2.860
15 18 1.609
15 19 2.319
15 20 2.112
15 21 2.670
15 22 2.160
15 23 0.289
15 24 1.707
15 25 2.697
15 26 0.991
15 27 1.817
15 28 0.930
15 29 2.237
16 17 0.179
16 18 1.103
16 19 0.393
16 20 0.603
16 21 0.092
16 22 0.540
16 23 2.977
16 24 1.037
16 25 0.055
16 26 1.733
16 27 0.887
16 28 1.769
16 29 4.881
17 18 1.261
17 19 0.545
17 20 0.756
17 21 0.192
17 22 0.701
17 23 3.143
17 24 1.186
17 25 0.163
17 26 1.893
17 27 1.047
17 28 1.933
17 29 5.055
18 19 0.716
18 20 0.506
18 21 1.069
18 22 0.563
18 23 1.887
18 24 0.132
18 25 1.100
18 26 0.632
18 27 0.217
18 28 0.679
18 29 3.830
19 20 0.211
19 21 0.353
19 22 0.161
19 23 2.600
19 24 0.644
19 25 0.385
19 26 1.348
19 27 0.502
19 28 1.390
19 29 4.524
20 21 0.564
20 22 0.081
20 23 2.392
20 24 0.434
20 25 0.596
20 26 1.137
20 27 0.295
20 28 1.182
20 29 4.323
21 22 0.510
21 23 2.952
21 24 0.994
21 25 0.044
21 26 1.701
21 27 0.855
21 28 1.742
21 29 4.869
22 23 2.442
22 24 0.503
22 25 0.538
22 26 1.194
22 27 0.347
22 28 1.232
22 29 4.364
23 24 1.982
23 25 2.980
23 26 1.263
23 27 2.098
23 28 1.210
23 29 1.986
24 25 1.028
24 26 0.719
24 27 0.191
24 28 0.782
24 29 3.936
25 26 1.731
25 27 0.885
25 28 1.771
25 29 4.892
26 27 0.847
26 28 0.126
26 29 3.226
27 28 0.888
27 29 4.029
28 29 3.154
