nodei nodej distance
0 1 0.530
0 2 1.810
0 3 1.717
0 4 0.939
0 5 3.097
0 6 2.380
0 7 0.921
0 8 0.593
0 9 0.787
0 10 2.264
0 11 2.444
0 12 1.531
0 13 1.819
0 14 1.930
0 15 0.649
0 16 0.577
0 17 1.001
0 18 1.071
0 19 2.250
0 20 1.268
0 21 1.635
0 22 2.083
0 23 1.804
0 24 3.657
0 25 2.626
0 26 3.026
0 27 3.273
0 28 2.913
0 29 2.458
1 2 1.809
1 3 1.806
1 4 1.235
1 5 3.132
1 6 2.241
1 7 0.910
1 8 0.578
1 9 0.457
1 10 2.115
1 11 2.569
1 12 1.493
1 13 1.675
1 14 1.990
1 15 0.439
1 16 1.070
1 17 1.008
1 18 0.548
1 19 1.976
1 20 1.154
1 21 1.571
1 22 1.944
1 23 1.634
1 24 3.667
1 25 2.890
1 26 3.036
1 27 3.316
1 28 2.951
1 29 2.706
2 3 0.309
2 4 2.735
2 5 1.323
2 6 0.736
2 7 0.914
2 8 1.268
2 9 1.402
2 10 0.679
2 11 0.870
2 12 0.323
2 13 0.485
2 14 0.266
2 15 1.370
2 16 1.694
2 17 0.821
2 18 1.848
2 19 1.086
2 20 0.686
2 21 0.291
2 22 0.541
2 23 0.577
2 24 1.863
2 25 1.501
2 26 1.230
2 27 1.508
2 28 1.143
2 29 4.237
3 4 2.611
3 5 1.382
3 6 1.030
3 7 0.897
3 8 1.235
3 9 1.447
3 10 0.983
3 11 0.765
3 12 0.466
3 13 0.770
3 14 0.225
3 15 1.379
3 16 1.510
3 17 0.799
3 18 1.935
3 19 1.388
3 20 0.791
3 21 0.511
3 22 0.850
3 23 0.855
3 24 1.947
3 25 1.267
3 26 1.323
3 27 1.556
3 28 1.198
3 29 4.090
4 5 3.991
4 6 3.320
4 7 1.860
4 8 1.530
4 9 1.649
4 10 3.203
4 11 3.297
4 12 2.465
4 13 2.758
4 14 2.832
4 15 1.547
4 16 1.169
4 17 1.937
4 18 1.723
4 19 3.164
4 20 2.207
4 21 2.573
4 22 3.022
4 23 2.741
4 24 4.558
4 25 3.345
4 26 3.932
4 27 4.162
4 28 3.808
4 29 1.519
5 6 1.199
