nodei nodej distance
0 1 2.323
0 2 3.580
0 3 2.839
0 4 0.679
0 5 2.527
0 6 3.468
0 7 3.315
0 8 2.525
0 9 1.925
0 10 2.907
0 11 2.713
0 12 3.118
0 13 2.997
0 14 1.871
0 15 1.497
0 16 3.008
0 17 2.891
0 18 2.317
0 19 1.962
0 20 2.389
0 21 2.586
0 22 2.187
0 23 2.378
0 24 3.756
0 25 2.886
0 26 2.392
0 27 3.782
0 28 1.785
0 29 1.565
1 2 1.258
1 3 0.781
1 4 2.416
1 5 0.800
1 6 1.346
1 7 1.732
1 8 0.909
1 9 0.957
1 10 0.622
1 11 1.183
1 12 1.199
1 13 0.861
1 14 0.979
1 15 0.826
1 16 1.111
1 17 1.991
1 18 0.736
1 19 0.719
1 20 1.074
1 21 2.586
1 22 1.676
1 23 0.525
1 24 1.435
1 25 2.485
1 26 0.530
1 27 1.502
1 28 0.547
1 29 2.797
2 3 1.017
2 4 3.647
2 5 1.445
2 6 0.853
2 7 1.751
2 8 1.504
2 9 1.991
2 10 0.735
2 11 1.612
2 12 1.236
2 13 0.906
2 14 2.034
2 15 2.083
2 16 1.200
2 17 2.439
2 18 1.544
2 19 1.804
2 20 1.806
2 21 3.322
2 22 2.479
2 23 1.379
2 24 0.213
2 25 3.058
2 26 1.343
2 27 0.451
2 28 1.802
2 29 3.890
3 4 3.062
3 5 1.486
3 6 0.632
3 7 1.003
3 8 0.488
3 9 1.738
3 10 0.891
3 11 0.623
3 12 1.678
3 13 1.258
3 14 1.759
3 15 1.414
3 16 0.347
3 17 1.489
3 18 0.571
3 19 1.499
3 20 1.812
3 21 2.314
3 22 1.461
3 23 1.250
3 24 1.230
3 25 2.082
3 26 0.448
3 27 1.009
3 28 1.227
3 29 2.911
4 5 2.397
4 6 3.692
4 7 3.695
4 8 2.838
4 9 1.761
4 10 2.927
4 11 3.066
4 12 2.961
4 13 2.934
4 14 1.707
4 15 1.649
4 16 3.290
4 17 3.390
4 18 2.607
4 19 1.879
4 20 2.172
4 21 3.205
4 22 2.697
4 23 2.321
4 24 3.797
4 25 3.466
4 26 2.624
4 27 3.918
4 28 1.874
4 29 2.243
5 6 1.914
5 7 2.484
5 8 1.705
5 9 0.637
5 10 0.749
5 11 1.975
5 12 0.592
5 13 0.572
5 14 0.691
5 15 1.216
5 16 1.833
5 17 2.791
5 18 1.535
5 19 0.569
5 20 0.366
5 21 3.344
5 22 2.441
5 23 0.283
5 24 1.531
5 25 3.274
5 26 1.328
5 27 1.842
5 28 0.936
5 29 3.362
6 7 0.916
6 8 1.005
6 9 2.286
6 10 1.190
6 11 0.970
6 12 1.929
6 13 1.522
6 14 2.314
6 15 2.043
6 16 0.531
6 17 1.680
6 18 1.168
6 19 2.054
6 20 2.271
6 21 2.635
6 22 1.889
6 23 1.731
6 24 1.026
6 25 2.311
6 26 1.079
6 27 0.569
6 28 1.841
6 29 3.429
7 8 0.900
7 9 2.662
7 10 1.878
7 11 0.636
7 12 2.666
7 13 2.243
7 14 2.673
