nodei nodej distance
0 1 1.031
0 2 0.949
0 3 3.218
0 4 2.888
0 5 1.497
0 6 0.701
0 7 3.372
0 8 1.494
0 9 0.118
0 10 1.283
0 11 0.246
0 12 1.167
0 13 2.536
0 14 0.902
0 15 1.736
0 16 2.786
0 17 0.454
0 18 1.046
0 19 0.566
0 20 1.444
0 21 3.604
0 22 2.200
0 23 0.846
0 24 3.768
0 25 1.181
0 26 2.438
0 27 2.624
0 28 1.768
0 29 3.511
0 30 2.861
0 31 0.653
0 32 2.553
0 33 2.649
0 34 2.741
0 35 2.953
0 36 0.883
0 37 1.985
0 38 3.913
0 39 2.130
0 40 2.624
0 41 2.688
0 42 2.262
0 43 2.436
0 44 1.141
0 45 1.955
0 46 1.170
0 47 2.012
0 48 2.535
0 49 3.781
0 50 2.778
0 51 1.197
0 52 1.812
0 53 2.313
0 54 0.689
0 55 1.895
0 56 1.026
0 57 2.424
0 58 0.500
0 59 1.008
0 60 1.939
0 61 3.030
0 62 1.965
0 63 3.337
0 64 3.213
0 65 1.237
0 66 2.984
0 67 2.232
0 68 2.318
0 69 2.187
0 70 1.902
0 71 0.362
0 72 2.380
0 73 3.647
0 74 1.345
0 75 2.094
0 76 2.600
0 77 1.962
0 78 2.240
0 79 2.676
0 80 1.290
0 81 2.706
0 82 1.537
0 83 3.231
0 84 1.914
0 85 0.602
0 86 1.085
0 87 0.572
0 88 1.228
0 89 2.682
0 90 2.888
0 91 1.013
0 92 0.262
0 93 3.165
0 94 0.680
0 95 1.774
0 96 2.582
0 97 2.098
0 98 2.860
0 99 2.307
1 2 0.441
1 3 2.210
1 4 2.478
1 5 0.780
1 6 1.439
1 7 2.658
1 8 0.536
1 9 1.135
1 10 0.618
1 11 1.193
1 12 0.392
1 13 2.542
1 14 1.573
1 15 0.709
1 16 1.798
1 17 1.070
1 18 0.037
1 19 1.276
1 20 0.585
1 21 2.737
1 22 1.405
1 23 0.286
1 24 2.875
1 25 0.495
1 26 2.315
1 27 2.263
1 28 1.231
1 29 2.697
1 30 2.767
1 31 0.970
1 32 1.569
1 33 1.882
1 34 1.782
1 35 1.929
1 36 1.588
1 37 0.982
1 38 2.991
1 39 1.413
1 40 1.753
1 41 1.821
1 42 1.383
1 43 2.240
1 44 1.563
1 45 1.600
1 46 0.182
1 47 1.037
1 48 1.531
1 49 2.856
1 50 2.230
1 51 1.165
1 52 1.933
1 53 2.188
1 54 0.548
1 55 0.914
1 56 0.729
1 57 1.558
1 58 0.828
1 59 1.215
1 60 0.948
1 61 2.538
1 62 1.529
1 63 2.441
1 64 2.482
1 65 1.345
