nodei nodej distance
0 1 0.713
0 2 1.811
0 3 1.148
0 4 0.523
0 5 3.430
0 6 1.282
0 7 1.146
0 8 0.806
0 9 1.708
0 10 0.953
0 11 0.322
0 12 0.530
0 13 0.486
0 14 0.490
0 15 0.680
0 16 1.443
0 17 0.873
0 18 2.221
0 19 1.015
0 20 0.756
0 21 2.664
0 22 0.605
0 23 1.409
0 24 1.497
0 25 1.308
0 26 0.428
0 27 0.578
0 28 2.579
0 29 0.454
0 30 0.494
0 31 0.698
0 32 4.191
0 33 1.292
0 34 1.809
0 35 1.729
0 36 2.561
0 37 0.912
0 38 1.720
0 39 0.603
0 40 1.397
0 41 0.559
0 42 0.555
0 43 0.615
0 44 1.425
0 45 0.537
0 46 0.938
0 47 0.432
0 48 0.431
0 49 2.497
0 50 1.392
0 51 0.217
0 52 0.444
0 53 0.248
0 54 0.691
0 55 3.416
0 56 2.168
0 57 0.911
0 58 1.833
0 59 2.241
0 60 2.040
0 61 0.502
0 62 0.788
0 63 1.613
0 64 1.383
0 65 0.522
0 66 1.990
0 67 1.437
0 68 0.971
0 69 1.949
0 70 0.561
0 71 1.523
0 72 3.512
0 73 2.684
0 74 0.459
0 75 3.360
0 76 1.959
0 77 3.563
0 78 0.570
0 79 0.507
0 80 1.289
0 81 1.316
0 82 2.782
0 83 2.553
0 84 0.101
0 85 1.179
0 86 0.430
0 87 1.088
0 88 1.305
0 89 1.181
0 90 0.725
0 91 2.052
0 92 0.808
0 93 0.216
0 94 2.765
0 95 3.862
0 96 0.251
0 97 2.587
0 98 1.607
0 99 1.866
1 2 2.520
1 3 1.858
1 4 1.223
1 5 4.142
1 6 0.587
1 7 0.480
1 8 1.519
1 9 2.419
1 10 0.263
1 11 0.424
1 12 1.161
1 13 1.182
1 14 0.256
1 15 0.488
1 16 2.147
1 17 0.299
1 18 2.934
1 19 0.412
1 20 0.082
1 21 3.367
1 22 1.281
1 23 0.811
1 24 2.204
1 25 0.637
1 26 0.866
1 27 1.161
1 28 3.291
1 29 1.137
1 30 0.439
1 31 1.403
1 32 4.904
1 33 2.000
1 34 2.502
1 35 1.066
1 36 3.274
1 37 0.483
1 38 2.424
1 39 0.110
1 40 2.109
1 41 0.300
1 42 0.352
1 43 0.180
1 44 2.128
1 45 1.202
1 46 1.636
1 47 1.138
1 48 0.796
1 49 3.209
1 50 2.099
1 51 0.738
1 52 1.123
1 53 0.614
1 54 0.098
