nodei nodej distance
0 1 0.521
0 2 0.531
0 3 1.735
0 4 1.361
0 5 2.344
0 6 3.642
0 7 3.137
0 8 4.113
0 9 3.547
0 10 4.650
0 11 3.906
0 12 2.557
0 13 5.670
0 14 3.305
0 15 4.335
0 16 5.101
0 17 4.095
0 18 5.513
0 19 3.265
0 20 3.358
0 21 3.174
0 22 2.413
0 23 2.833
0 24 2.286
0 25 3.777
0 26 1.467
0 27 4.218
0 28 4.094
0 29 2.584
0 30 2.172
0 31 4.759
0 32 3.612
0 33 2.695
0 34 4.608
0 35 3.899
0 36 2.638
0 37 3.417
0 38 4.891
0 39 2.589
0 40 3.991
0 41 4.786
0 42 3.423
0 43 3.086
0 44 4.133
0 45 2.820
0 46 4.407
0 47 4.957
0 48 4.569
0 49 3.772
0 50 3.179
0 51 4.079
0 52 3.785
0 53 3.317
0 54 3.956
0 55 3.987
0 56 4.155
0 57 3.530
0 58 1.869
0 59 5.414
0 60 2.439
0 61 5.178
0 62 4.716
0 63 3.736
0 64 2.681
0 65 2.123
0 66 4.556
0 67 3.568
0 68 4.242
0 69 4.098
0 70 4.167
0 71 4.623
0 72 3.347
0 73 2.835
0 74 2.925
0 75 3.515
0 76 3.883
0 77 2.043
0 78 2.008
0 79 3.694
0 80 2.704
0 81 3.400
0 82 4.378
0 83 3.341
0 84 5.036
0 85 3.260
0 86 4.969
0 87 5.566
0 88 4.079
0 89 3.989
0 90 3.398
0 91 3.729
0 92 4.589
0 93 4.576
0 94 3.148
0 95 4.415
0 96 2.561
0 97 5.486
0 98 2.915
0 99 2.940
1 2 0.912
1 3 1.500
1 4 1.847
1 5 2.051
1 6 3.428
1 7 3.000
1 8 3.893
1 9 3.421
1 10 4.319
1 11 3.705
1 12 2.201
1 13 5.385
1 14 2.854
1 15 4.086
1 16 4.924
1 17 3.919
1 18 5.144
1 19 3.033
1 20 3.277
1 21 2.868
1 22 2.129
1 23 2.719
1 24 2.248
1 25 3.510
1 26 1.234
1 27 3.980
1 28 3.708
1 29 2.429
1 30 1.749
1 31 4.470
1 32 3.235
1 33 2.369
1 34 4.493
1 35 3.640
1 36 2.259
1 37 3.142
1 38 4.539
1 39 2.511
1 40 3.605
1 41 4.560
1 42 3.239
1 43 2.872
1 44 3.823
1 45 2.534
1 46 4.237
1 47 4.736
1 48 4.359
1 49 3.416
1 50 3.000
1 51 3.748
1 52 3.577
1 53 3.091
1 54 3.750
1 55 3.733
1 56 3.896
1 57 3.257
1 58 1.754
1 59 4.929
1 60 2.314
1 61 4.975
1 62 4.441
1 63 3.399
1 64 2.325
1 65 1.865
1 66 4.273
1 67 3.339
1 68 4.019
1 69 3.881
1 70 3.970
1 71 4.364
1 72 3.014
1 73 2.539
1 74 2.608
1 75 3.192
1 76 3.507
1 77 2.036
1 78 1.728
1 79 3.428
1 80 2.342
1 81 3.393
1 82 3.977
1 83 3.172
1 84 4.773
1 85 2.968
1 86 4.692
1 87 5.271
1 88 3.668
1 89 3.691
1 90 3.273
1 91 3.384
1 92 4.174
1 93 4.179
1 94 3.007
1 95 4.177
1 96 2.300
1 97 5.139
1 98 2.618
1 99 2.878
2 3 1.586
2 4 1.414
2 5 2.218
2 6 3.393
2 7 2.826
2 8 3.864
2 9 3.218
2 10 4.516
2 11 3.640
2 12 2.498
2 13 5.472
