nodei nodej distance
0 1 0.782
0 2 0.608
0 3 0.701
0 4 0.730
0 5 1.020
0 6 0.613
0 7 1.518
0 8 3.627
0 9 1.462
0 10 1.450
0 11 2.101
0 12 2.342
0 13 0.677
0 14 0.608
0 15 1.119
0 16 1.790
0 17 1.027
0 18 2.906
0 19 0.961
0 20 1.019
0 21 0.825
0 22 2.410
0 23 1.000
0 24 0.640
0 25 2.310
0 26 2.192
0 27 2.328
0 28 0.758
0 29 1.083
0 30 2.774
0 31 0.980
0 32 2.796
0 33 1.491
0 34 0.951
0 35 0.735
0 36 1.774
0 37 2.131
0 38 2.069
0 39 1.465
0 40 1.199
0 41 2.545
0 42 1.992
0 43 0.441
0 44 0.711
0 45 0.821
0 46 1.470
0 47 0.913
0 48 2.373
0 49 2.761
0 50 1.524
0 51 0.778
0 52 0.794
0 53 0.351
0 54 4.451
0 55 0.983
0 56 2.635
0 57 1.441
0 58 1.216
0 59 2.210
0 60 2.136
0 61 2.184
0 62 1.088
0 63 1.171
0 64 2.928
0 65 1.859
0 66 1.714
0 67 0.580
0 68 0.813
0 69 1.009
0 70 1.371
0 71 2.007
0 72 1.366
0 73 1.096
0 74 1.082
0 75 2.285
0 76 2.415
0 77 2.065
0 78 1.135
0 79 1.313
0 80 1.703
0 81 0.647
0 82 2.493
0 83 3.311
0 84 1.564
0 85 1.645
0 86 1.279
0 87 1.693
0 88 1.382
0 89 0.261
0 90 0.600
0 91 1.368
0 92 0.833
0 93 1.922
0 94 1.387
0 95 2.270
0 96 1.013
0 97 0.839
0 98 3.536
0 99 2.220
1 2 0.174
1 3 0.148
1 4 0.227
1 5 1.167
1 6 1.192
1 7 2.263
1 8 4.390
1 9 1.110
1 10 2.006
1 11 2.859
1 12 3.096
1 13 0.510
1 14 1.389
1 15 1.826
1 16 2.541
1 17 0.858
1 18 3.668
1 19 1.719
1 20 1.742
1 21 0.981
1 22 3.072
1 23 1.736
1 24 1.369
1 25 3.091
1 26 2.965
1 27 3.093
1 28 1.488
1 29 0.454
1 30 3.556
1 31 1.042
1 32 3.543
1 33 0.998
1 34 1.673
1 35 1.332
1 36 2.417
1 37 2.907
1 38 2.781
1 39 2.231
1 40 1.246
1 41 3.326
1 42 2.767
1 43 0.853
1 44 1.140
1 45 0.518
1 46 1.813
1 47 0.854
1 48 3.151
1 49 3.526
1 50 2.305
1 51 1.296
1 52 1.051
1 53 1.063
1 54 5.233
1 55 0.941
1 56 3.354
1 57 2.168
1 58 0.906
1 59 2.927
1 60 1.447
1 61 2.955
1 62 0.374
1 63 1.850
1 64 3.707
1 65 1.676
1 66 2.496
1 67 1.331
1 68 0.582
1 69 1.102
1 70 1.105
1 71 1.235
1 72 2.099
1 73 0.585
1 74 1.736
1 75 3.061
1 76 3.123
1 77 2.844
1 78 1.483
1 79 0.754
1 80 2.415
1 81 0.539
1 82 3.223
1 83 4.065
1 84 2.242
1 85 2.398
1 86 1.019
1 87 2.371
1 88 2.130
1 89 0.909
1 90 1.288
1 91 2.093
1 92 0.186
1 93 2.654
1 94 1.003
1 95 3.046
1 96 0.930
1 97 1.316
1 98 4.315
1 99 2.998
2 3 0.137
2 4 0.237
2 5 1.095
2 6 1.045
2 7 2.098
2 8 4.222
2 9 1.159
2 10 1.873
2 11 2.691
2 12 2.929
2 13 0.453
2 14 1.215
2 15 1.666
2 16 2.375
2 17 0.845
2 18 3.500
2 19 1.550
2 20 1.579
2 21 0.898
2 22 2.924
2 23 1.571
2 24 1.203
2 25 2.918
2 26 2.794
2 27 2.924
2 28 1.323
2 29 0.567
2 30 3.382
2 31 0.983
2 32 3.377
2 33 1.085
2 34 1.510
2 35 1.185
2 36 2.271
2 37 2.735
2 38 2.622
2 39 2.061
2 40 1.200
2 41 3.153
2 42 2.595
2 43 0.714
2 44 1.014
2 45 0.510
2 46 1.719
2 47 0.812
2 48 2.979
2 49 3.356
2 50 2.132
2 51 1.160
2 52 0.952
2 53 0.897
2 54 5.059
2 55 0.901
2 56 3.195
2 57 2.005
2 58 0.936
2 59 2.767
2 60 1.597
2 61 2.784
2 62 0.520
2 63 1.695
2 64 3.534
2 65 1.695
2 66 2.322
2 67 1.159
2 68 0.560
2 69 1.040
2 70 1.131
2 71 1.407
2 72 1.936
2 73 0.661
2 74 1.585
2 75 2.889
2 76 2.966
2 77 2.672
2 78 1.381
2 79 0.854
2 80 2.255
2 81 0.470
2 82 3.061
2 83 3.898
2 84 2.088
2 85 2.231
2 86 1.040
2 87 2.218
2 88 1.964
