nodei nodej distance
0 1 0.289
0 2 3.248
0 3 3.082
0 4 1.790
0 5 1.706
0 6 0.088
0 7 2.035
0 8 2.787
0 9 1.853
0 10 0.656
0 11 0.915
0 12 2.093
0 13 1.109
0 14 0.543
0 15 1.028
0 16 2.045
0 17 0.161
0 18 1.609
0 19 0.950
0 20 2.873
0 21 1.651
0 22 1.643
0 23 0.521
0 24 1.315
0 25 1.637
0 26 0.193
0 27 1.580
0 28 3.203
0 29 1.590
0 30 1.624
0 31 2.346
0 32 0.267
0 33 2.867
0 34 1.602
0 35 1.901
0 36 0.973
0 37 0.352
0 38 0.872
0 39 0.493
0 40 0.937
0 41 0.481
0 42 1.577
0 43 0.274
0 44 0.681
0 45 2.745
0 46 1.806
0 47 0.478
0 48 0.413
0 49 1.096
0 50 1.182
0 51 0.516
0 52 0.353
0 53 2.478
0 54 3.859
0 55 2.456
0 56 1.110
0 57 0.936
0 58 2.501
0 59 0.084
0 60 0.115
0 61 0.973
0 62 1.597
0 63 1.374
0 64 1.174
0 65 0.366
0 66 1.599
0 67 3.896
0 68 1.459
0 69 0.886
0 70 2.592
0 71 3.151
0 72 0.074
0 73 0.960
0 74 0.680
0 75 1.682
0 76 0.899
0 77 2.601
0 78 0.653
0 79 0.650
0 80 1.102
0 81 1.855
0 82 0.923
0 83 1.891
0 84 2.299
0 85 0.576
0 86 0.793
0 87 0.268
0 88 0.284
0 89 0.272
0 90 2.552
0 91 1.179
0 92 1.275
0 93 0.634
0 94 1.686
0 95 0.586
0 96 1.005
0 97 0.200
0 98 0.408
0 99 1.556
1 2 3.002
1 3 2.821
1 4 2.018
1 5 1.454
1 6 0.362
1 7 1.782
1 8 2.525
1 9 2.099
1 10 0.403
1 11 0.679
1 12 1.835
1 13 0.899
1 14 0.743
1 15 0.769
1 16 1.797
1 17 0.279
1 18 1.347
1 19 1.178
1 20 2.617
1 21 1.393
1 22 1.872
1 23 0.746
1 24 1.075
1 25 1.388
1 26 0.419
1 27 1.320
1 28 2.949
1 29 1.347
1 30 1.359
1 31 2.098
1 32 0.421
1 33 2.613
1 34 1.361
1 35 1.655
1 36 1.191
1 37 0.132
1 38 1.087
1 39 0.747
1 40 0.667
1 41 0.301
1 42 1.310
1 43 0.016
1 44 0.418
1 45 2.489
1 46 1.548
1 47 0.691
1 48 0.129
1 49 0.848
1 50 0.919
1 51 0.228
1 52 0.176
1 53 2.219
1 54 3.601
1 55 2.198
1 56 0.873
1 57 1.181
1 58 2.248
1 59 0.324
1 60 0.354
1 61 0.700
1 62 1.342
1 63 1.111
1 64 1.381
1 65 0.201
1 66 1.354
1 67 4.118
1 68 1.214
1 69 1.137
1 70 2.333
1 71 2.902
1 72 0.331
1 73 1.224
1 74 0.426
1 75 1.434
