nodei nodej distance
0 1 1.524
0 2 2.215
0 3 3.649
0 4 1.091
0 5 2.310
0 6 4.025
0 7 4.339
0 8 1.506
0 9 2.609
0 10 1.719
0 11 2.960
0 12 1.922
0 13 1.456
0 14 0.882
0 15 0.703
0 16 3.782
0 17 3.906
0 18 2.634
0 19 3.649
0 20 3.090
0 21 3.662
0 22 3.063
0 23 0.801
0 24 2.720
0 25 4.009
0 26 1.924
0 27 3.196
0 28 1.624
0 29 0.552
1 2 0.692
1 3 2.130
1 4 2.609
1 5 0.786
1 6 2.505
1 7 2.822
1 8 0.080
1 9 1.088
1 10 0.197
1 11 1.437
1 12 0.399
1 13 0.078
1 14 0.647
1 15 0.824
1 16 2.263
1 17 2.388
1 18 1.111
1 19 2.131
1 20 1.569
1 21 2.142
1 22 1.542
1 23 0.727
1 24 1.197
1 25 2.492
1 26 0.401
1 27 1.673
1 28 0.105
1 29 2.070
2 3 1.442
2 4 3.298
2 5 0.095
2 6 1.815
2 7 2.134
2 8 0.718
2 9 0.398
2 10 0.498
2 11 0.746
2 12 0.297
2 13 0.762
2 14 1.338
2 15 1.515
2 16 1.574
2 17 1.700
2 18 0.420
2 19 1.444
2 20 0.879
2 21 1.452
2 22 0.852
2 23 1.418
2 24 0.506
2 25 1.804
2 26 0.297
2 27 0.982
2 28 0.594
2 29 2.760
3 4 4.723
3 5 1.351
3 6 0.377
3 7 0.692
3 8 2.160
3 9 1.044
3 10 1.940
3 11 0.701
3 12 1.739
3 13 2.203
3 14 2.777
3 15 2.954
3 16 0.134
3 17 0.259
3 18 1.025
3 19 0.018
3 20 0.564
3 21 0.035
3 22 0.590
3 23 2.857
3 24 0.938
3 25 0.362
3 26 1.738
3 27 0.472
3 28 2.036
3 29 4.188
4 5 3.393
4 6 5.100
4 7 5.409
4 8 2.594
4 9 3.689
4 10 2.805
4 11 4.041
4 12 3.007
4 13 2.543
4 14 1.971
4 15 1.794
4 16 4.857
4 17 4.978
4 18 3.716
4 19 4.722
4 20 4.168
4 21 4.737
4 22 4.141
4 23 1.891
4 24 3.801
4 25 5.080
4 26 3.009
4 27 4.276
4 28 2.710
4 29 0.539
5 6 1.723
5 7 2.042
5 8 0.810
5 9 0.308
5 10 0.592
5 11 0.653
5 12 0.389
5 13 0.855
5 14 1.431
5 15 1.609
5 16 1.482
5 17 1.609
5 18 0.326
5 19 1.353
5 20 0.787
5 21 1.360
5 22 0.760
5 23 1.512
5 24 0.413
5 25 1.713
5 26 0.388
5 27 0.888
5 28 0.688
5 29 2.855
6 7 0.325
6 8 2.533
6 9 1.418
6 10 2.314
6 11 1.071
6 12 2.112
6 13 2.577
6 14 3.152
6 15 3.329
6 16 0.243
6 17 0.135
6 18 1.397
6 19 0.379
6 20 0.937
6 21 0.364
6 22 0.963
6 23 3.233
6 24 1.310
6 25 0.074
6 26 2.111
6 27 0.837
6 28 2.410
6 29 4.565
7 8 2.852
7 9 1.736
7 10 2.632
7 11 1.392
7 12 2.430
7 13 2.894
7 14 3.468
7 15 3.645
7 16 0.560
7 17 0.433
7 18 1.716
7 19 0.690
7 20 1.255
7 21 0.683
7 22 1.282
7 23 3.549
7 24 1.630
7 25 0.330
7 26 2.430
7 27 1.159
7 28 2.727
7 29 4.876
8 9 1.116
8 10 0.221
8 11 1.463
8 12 0.421
8 13 0.062
8 14 0.624
8 15 0.803
8 16 2.292
8 17 2.418
8 18 1.137
8 19 2.162
8 20 1.597
8 21 2.170
8 22 1.570
8 23 0.705
8 24 1.223
8 25 2.522
8 26 0.422
8 27 1.698
8 28 0.127
8 29 2.055
9 10 0.896
9 11 0.352
9 12 0.695
9 13 1.159
9 14 1.734
9 15 1.912
9 16 1.176
9 17 1.303
9 18 0.043
9 19 1.046
9 20 0.481
9 21 1.054
9 22 0.455
9 23 1.815
9 24 0.113
9 25 1.406
9 26 0.694
9 27 0.587
9 28 0.992
9 29 3.153
10 11 1.244
10 12 0.203
10 13 0.264
10 14 0.840
10 15 1.018
10 16 2.072
10 17 2.198
10 18 0.918
10 19 1.941
10 20 1.377
10 21 1.950
10 22 1.351
10 23 0.920
10 24 1.004
10 25 2.302
10 26 0.204
10 27 1.480
10 28 0.096
10 29 2.267
11 12 1.042
11 13 1.508
11 14 2.084
11 15 2.261
11 16 0.831
11 17 0.960
11 18 0.327
11 19 0.705
11 20 0.141
11 21 0.709
11 22 0.117
11 23 2.164
11 24 0.241
11 25 1.063
11 26 1.041
11 27 0.236
11 28 1.340
11 29 3.504
12 13 0.467
12 14 1.043
12 15 1.221
12 16 1.871
12 17 1.997
12 18 0.716
12 19 1.740
12 20 1.175
12 21 1.749
12 22 1.149
12 23 1.123
12 24 0.802
12 25 2.101
12 26 0.008
12 27 1.277
12 28 0.299
12 29 2.469
13 14 0.576
13 15 0.754
13 16 2.335
13 17 2.461
13 18 1.181
13 19 2.204
13 20 1.640
13 21 2.214
13 22 1.614
13 23 0.657
13 24 1.268
13 25 2.564
13 26 0.468
13 27 1.743
13 28 0.168
13 29 2.004
14 15 0.178
14 16 2.910
14 17 3.035
14 18 1.757
14 19 2.778
14 20 2.215
14 21 2.788
14 22 2.189
14 23 0.081
14 24 1.843
14 25 3.138
14 26 1.044
14 27 2.319
14 28 0.744
14 29 1.432
15 16 3.087
15 17 3.211
15 18 1.935
15 19 2.955
15 20 2.393
15 21 2.965
15 22 2.366
15 23 0.098
15 24 2.021
15 25 3.315
15 26 1.222
15 27 2.497
15 28 0.922
15 29 1.255
16 17 0.132
16 18 1.156
16 19 0.137
16 20 0.695
16 21 0.122
16 22 0.722
16 23 2.990
16 24 1.069
16 25 0.233
16 26 1.870
16 27 0.599
16 28 2.168
16 29 4.322
17 18 1.283
17 19 0.257
17 20 0.823
17 21 0.253
17 22 0.849
17 23 3.115
17 24 1.197
17 25 0.103
17 26 1.997
17 27 0.729
17 28 2.294
17 29 4.444
18 19 1.027
18 20 0.461
18 21 1.034
18 22 0.434
18 23 1.838
18 24 0.087
18 25 1.387
18 26 0.715
18 27 0.562
18 28 1.014
18 29 3.178
19 20 0.567
19 21 0.053
19 22 0.593
19 23 2.858
19 24 0.941
19 25 0.360
19 26 1.740
19 27 0.477
19 28 2.037
19 29 4.188
20 21 0.573
20 22 0.027
20 23 2.296
20 24 0.374
20 25 0.926
20 26 1.175
20 27 0.119
20 28 1.473
20 29 3.632
21 22 0.600
21 23 2.869
21 24 0.947
21 25 0.355
21 26 1.748
21 27 0.477
21 28 2.046
21 29 4.202
22 23 2.269
22 24 0.348
22 25 0.952
22 26 1.149
22 27 0.143
22 28 1.446
22 29 3.605
23 24 1.924
23 25 3.219
23 26 1.125
23 27 2.400
23 28 0.825
23 29 1.352
24 25 1.300
24 26 0.801
24 27 0.476
24 28 1.100
24 29 3.264
25 26 2.100
25 27 0.832
25 28 2.397
25 29 4.547
26 27 1.277
26 28 0.300
26 29 2.471
27 28 1.576
27 29 3.739
28 29 2.171
